Tanggal;Terakhir;Pembukaan;Tertinggi;Terendah;Vol;Perubahan%;Vol;Vol
13/06/2023;1168.69;1170.68;1175.89;1166.16;982.01M;-0.12%;982.01;982,010,000
12/06/2023;1170.06;1168.2;1171.83;1161.34;711.71M;0.18%;711.71;711,710,000
09/06/2023;1168;1171.06;1171.66;1157.89;704.23M;0.00%;704.23;704,230,000
08/06/2023;1167.97;1164.55;1167.97;1156.28;1.51B;0.51%;1.51;1,510,000,000
07/06/2023;1162.08;1160.57;1163.29;1152.57;826.80M;0.02%;826.80;826,800,000
06/06/2023;1161.8;1159.08;1169;1153.67;1.34B;0.50%;1.34;1,340,000,000
05/06/2023;1155.99;1129.91;1166.57;1129.91;1.00B;2.53%;1.00;1,000,000,000
31/05/2023;1127.43;1134.18;1139.82;1127.43;1.22B;-0.72%;1.22;1,220,000,000
30/05/2023;1135.62;1151.32;1152.2;1135.62;1.29B;-1.42%;1.29;1,290,000,000
29/05/2023;1151.94;1163.87;1168.46;1144.29;1.09B;-1.01%;1.09;1,090,000,000
26/05/2023;1163.67;1167.99;1171.73;1157.91;1.12B;-0.39%;1.12;1,120,000,000
25/05/2023;1168.2;1185.02;1186.93;1162.24;1.87B;-1.49%;1.87;1,870,000,000
24/05/2023;1185.85;1178.34;1185.85;1171.91;1.05B;0.64%;1.05;1,050,000,000
23/05/2023;1178.34;1175.21;1185.19;1171.42;1.23B;0.39%;1.23;1,230,000,000
22/05/2023;1173.77;1168.98;1181.5;1164.3;1.59B;0.57%;1.59;1,590,000,000
19/05/2023;1167.13;1163.04;1176.53;1163.04;761.75M;0.35%;761.75;761,750,000
17/05/2023;1163.04;1169.13;1172.02;1160.09;975.46M;-0.54%;975.46;975,460,000
16/05/2023;1169.33;1171.3;1179.79;1165.17;1.36B;-0.17%;1.36;1,360,000,000
15/05/2023;1171.3;1169.49;1177.26;1162.61;865.47M;0.15%;865.47;865,470,000
12/05/2023;1169.49;1167;1178.12;1164;797.88M;0.18%;797.88;797,880,000
11/05/2023;1167.41;1171.67;1175.12;1160.88;662.75M;-0.43%;662.75;662,750,000
10/05/2023;1172.49;1166.98;1181.19;1166.74;1.16B;0.53%;1.16;1,160,000,000
09/05/2023;1166.36;1156.58;1168.21;1153.57;860.05M;0.86%;860.05;860,050,000
08/05/2023;1156.37;1145.51;1157.61;1143.45;742.89M;0.97%;742.89;742,890,000
05/05/2023;1145.31;1171.26;1171.26;1141.27;705.56M;-2.29%;705.56;705,560,000
04/05/2023;1172.09;1167.53;1175.85;1162.71;1.01B;0.30%;1.01;1,010,000,000
03/05/2023;1168.57;1168.8;1179.47;1162.91;1.27B;-1.33%;1.27;1,270,000,000
02/05/2023;1184.32;1190.67;1193.01;1179.62;1.03B;-1.90%;1.03;1,030,000,000
28/04/2023;1207.23;1208.67;1213.16;1200.17;621.96M;-1.58%;621.96;621,960,000
27/04/2023;1226.68;1227.68;1230.44;1219.24;530.58M;-0.08%;530.58;530,580,000
26/04/2023;1227.68;1208.43;1228.44;1208.43;704.74M;1.68%;704.74;704,740,000
18/04/2023;1207.4;1194.75;1210.67;1194.75;883.41M;1.16%;883.41;883,410,000
17/04/2023;1193.51;1194.47;1207.04;1192.83;476.82M;-0.03%;476.82;476,820,000
14/04/2023;1193.85;1204.18;1208.29;1193.85;1.22B;-0.89%;1.22;1,220,000,000
13/04/2023;1204.59;1205.37;1208.84;1198.94;642.60M;0.04%;642.60;642,600,000
12/04/2023;1204.13;1194.21;1211.88;1194.21;1.68B;0.97%;1.68;1,680,000,000
11/04/2023;1192.56;1183.89;1195.26;1182.54;614.52M;0.77%;614.52;614,520,000
10/04/2023;1183.48;1184.99;1190.91;1176.55;552.89M;0.01%;552.89;552,890,000
06/04/2023;1183.33;1190.38;1191.66;1182.77;492.82M;-0.45%;492.82;492,820,000
05/04/2023;1188.72;1187.1;1194.79;1185.06;466.18M;0.03%;466.18;466,180,000
04/04/2023;1188.35;1184.33;1191.39;1179.2;404.45M;0.52%;404.45;404,450,000
03/04/2023;1182.25;1185.99;1194.3;1180.94;433.43M;-0.28%;433.43;433,430,000
31/03/2023;1185.57;1177.4;1185.57;1174.63;364.40M;0.71%;364.40;364,400,000
30/03/2023;1177.18;1179.61;1189.33;1175.59;740.00M;-0.30%;740.00;740,000,000
29/03/2023;1180.7;1170.31;1187.55;1169.83;675.41M;1.02%;675.41;675,410,000
28/03/2023;1168.78;1156.73;1169.29;1154.81;667.92M;1.06%;667.92;667,920,000
27/03/2023;1156.51;1152.98;1161.37;1151.35;781.44M;0.42%;781.44;781,440,000
24/03/2023;1151.67;1144.08;1158;1142.88;344.46M;0.97%;344.46;344,460,000
21/03/2023;1140.58;1139.76;1146.52;1136.36;336.69M;0.09%;336.69;336,690,000
20/03/2023;1139.55;1150.01;1150.23;1133.19;424.73M;-1.06%;424.73;424,730,000
17/03/2023;1151.76;1131.52;1151.76;1131.52;611.89M;1.85%;611.89;611,890,000
16/03/2023;1130.87;1143.46;1145.64;1127.14;665.18M;-1.37%;665.18;665,180,000
15/03/2023;1146.53;1153.13;1161.99;1146.27;498.62M;-0.12%;498.62;498,620,000
14/03/2023;1147.89;1174.15;1176.55;1146.15;656.95M;-2.27%;656.95;656,950,000
13/03/2023;1174.59;1174.33;1180.99;1162.81;340.69M;0.38%;340.69;340,690,000
10/03/2023;1170.18;1175.96;1175.96;1165.05;408.05M;-0.51%;408.05;408,050,000
09/03/2023;1176.18;1168.63;1180.67;1168.63;306.26M;0.97%;306.26;306,260,000
08/03/2023;1164.92;1170.43;1171.7;1160.18;474.74M;-0.55%;474.74;474,740,000
07/03/2023;1171.3;1191.53;1192.71;1168.8;1.12B;-1.70%;1.12;1,120,000,000
06/03/2023;1191.53;1197.64;1204.91;1191.28;900.74M;-0.47%;900.74;900,740,000
03/03/2023;1197.2;1207.21;1209.64;1194.8;346.41M;-0.79%;346.41;346,410,000
02/03/2023;1206.77;1195.52;1210.42;1192.1;220.52M;1.03%;220.52;220,520,000
01/03/2023;1194.42;1200.12;1204.88;1189.77;306.30M;-0.37%;306.30;306,300,000
28/02/2023;1198.81;1193.97;1219.85;1193.97;561.64M;3.46%;561.64;561,640,000
27/02/2023;1158.68;1156.59;1161.13;1151.9;325.19M;0.24%;325.19;325,190,000
24/02/2023;1155.94;1151.14;1162.67;1151.14;390.62M;0.57%;390.62;390,620,000
23/02/2023;1149.38;1142.76;1152.47;1140.93;233.32M;0.70%;233.32;233,320,000
22/02/2023;1141.44;1142.45;1147.29;1134.11;379.23M;0.10%;379.23;379,230,000
21/02/2023;1140.26;1145.75;1153.06;1138.94;258.39M;-0.48%;258.39;258,390,000
20/02/2023;1145.75;1154.3;1157.94;1140.26;432.14M;-0.82%;432.14;432,140,000
17/02/2023;1155.18;1157.03;1158.19;1148.37;291.37M;-0.22%;291.37;291,370,000
16/02/2023;1157.69;1158.57;1162.5;1150.5;420.69M;-0.06%;420.69;420,690,000
15/02/2023;1158.36;1162.89;1169.54;1151.43;475.66M;-0.37%;475.66;475,660,000
14/02/2023;1162.67;1165.6;1170.58;1156.69;403.06M;-0.23%;403.06;403,060,000
13/02/2023;1165.38;1160.66;1167.64;1156.24;599.57M;0.63%;599.57;599,570,000
10/02/2023;1158.03;1153.53;1167.68;1140.66;727.09M;0.18%;727.09;727,090,000
09/02/2023;1155.94;1164.41;1172.25;1155.94;590.83M;-0.90%;590.83;590,830,000
08/02/2023;1166.39;1171.34;1175.79;1163.63;593.29M;-0.27%;593.29;593,290,000
07/02/2023;1169.59;1160.31;1175.75;1158.19;357.22M;1.18%;357.22;357,220,000
06/02/2023;1155.93;1163.4;1166.17;1151.47;336.57M;-0.64%;336.57;336,570,000
03/02/2023;1163.4;1170.89;1175.11;1163.22;324.52M;-0.58%;324.52;324,520,000
02/02/2023;1170.23;1175.4;1180.43;1167.18;486.84M;-0.44%;486.84;486,840,000
01/02/2023;1175.4;1171;1179.96;1169.05;468.17M;0.41%;468.17;468,170,000
31/01/2023;1170.56;1171.31;1177.33;1166.86;494.62M;-0.10%;494.62;494,620,000
30/01/2023;1171.74;1176.16;1183.42;1167.13;450.53M;-0.60%;450.53;450,530,000
27/01/2023;1178.79;1175.34;1187.72;1174.19;462.72M;0.31%;462.72;462,720,000
26/01/2023;1175.12;1181.32;1184.39;1174.01;357.45M;-0.64%;357.45;357,450,000
25/01/2023;1182.63;1180.18;1185.38;1174.39;397.69M;0.21%;397.69;397,690,000
24/01/2023;1180.18;1184.86;1190.47;1177.84;577.31M;-0.40%;577.31;577,310,000
20/01/2023;1184.86;1174.27;1186.61;1169.07;400.97M;0.98%;400.97;400,970,000
19/01/2023;1173.39;1147.41;1175.77;1145.77;479.02M;2.19%;479.02;479,020,000
18/01/2023;1148.28;1141.77;1152.21;1140.32;389.56M;0.55%;389.56;389,560,000
17/01/2023;1141.99;1136.58;1149.87;1135.62;468.80M;0.48%;468.80;468,800,000
16/01/2023;1136.58;1130.47;1139.4;1130.44;421.40M;0.56%;421.40;421,400,000
13/01/2023;1130.25;1135.49;1140.35;1121.09;367.29M;-0.42%;367.29;367,290,000
12/01/2023;1135.06;1125.76;1140.3;1122.57;471.80M;0.69%;471.80;471,800,000
11/01/2023;1127.3;1130.63;1135.51;1123.04;321.24M;-0.47%;321.24;321,240,000
10/01/2023;1132.61;1130.3;1141.66;1124.44;335.11M;0.11%;335.11;335,110,000
09/01/2023;1131.4;1138.38;1146.34;1125.36;500.69M;-0.59%;500.69;500,690,000
06/01/2023;1138.16;1131.62;1145.75;1126.56;509.59M;0.69%;509.59;509,590,000
05/01/2023;1130.31;1155.45;1159.31;1126.61;864.12M;-2.27%;864.12;864,120,000
04/01/2023;1156.55;1181.63;1185.94;1153.85;478.90M;-2.12%;478.90;478,900,000
03/01/2023;1181.63;1177.09;1182.59;1171.62;443.23M;0.42%;443.23;443,230,000
02/01/2023;1176.65;1174.56;1179.21;1170.62;630.76M;0.20%;630.76;630,760,000
30/12/2022;1174.34;1175.85;1183.55;1173.04;653.15M;-0.13%;653.15;653,150,000
29/12/2022;1175.85;1169.09;1175.85;1159.9;674.17M;0.54%;674.17;674,170,000
28/12/2022;1169.48;1182.33;1187;1164.59;896.76M;-1.09%;896.76;896,760,000
27/12/2022;1182.33;1182.42;1189.16;1179.17;778.34M;-0.01%;778.34;778,340,000
26/12/2022;1182.42;1178.98;1189.8;1177.46;795.21M;0.31%;795.21;795,210,000
23/12/2022;1178.79;1182.55;1184.87;1172.97;656.84M;-0.32%;656.84;656,840,000
22/12/2022;1182.55;1171.84;1184.03;1171.84;1.19B;1.00%;1.19;1,190,000,000
21/12/2022;1170.87;1169.49;1184.48;1164.22;684.61M;0.10%;684.61;684,610,000
20/12/2022;1169.68;1176.82;1178.97;1164.04;416.49M;-0.61%;416.49;416,490,000
19/12/2022;1176.82;1175.84;1179.33;1167.69;459.86M;-0.08%;459.86;459,860,000
16/12/2022;1177.78;1177.57;1184.07;1167.99;531.54M;-0.02%;531.54;531,540,000
15/12/2022;1177.96;1179.82;1184.6;1175.35;499.06M;-0.21%;499.06;499,060,000
14/12/2022;1180.4;1174.98;1190.13;1174.98;1.11B;0.46%;1.11;1,110,000,000
13/12/2022;1174.98;1169.83;1178.84;1167.38;1.16B;0.42%;1.16;1,160,000,000
12/12/2022;1170.02;1167.5;1175.26;1161.46;438.48M;0.22%;438.48;438,480,000
09/12/2022;1167.5;1182.69;1188.44;1166.62;509.84M;-1.46%;509.84;509,840,000
08/12/2022;1184.83;1196.32;1199.17;1172.27;771.84M;-1.06%;771.84;771,840,000
07/12/2022;1197.49;1198.87;1206.8;1190.16;1.07B;-0.10%;1.07;1,070,000,000
06/12/2022;1198.68;1215.78;1219.49;1194.19;636.99M;-1.41%;636.99;636,990,000
05/12/2022;1215.78;1238.23;1240.95;1213.94;1.08B;-1.81%;1.08;1,080,000,000
02/12/2022;1238.23;1259.88;1261.97;1234.79;1.32B;-1.76%;1.32;1,320,000,000
01/12/2022;1260.47;1247.82;1261.72;1247.75;1.41B;1.14%;1.41;1,410,000,000
30/11/2022;1246.26;1238.32;1250.83;1238.16;717.22M;0.64%;717.22;717,220,000
29/11/2022;1238.32;1234.62;1241.42;1230.8;739.26M;0.30%;739.26;739,260,000
28/11/2022;1234.62;1232.37;1240.48;1227.52;464.45M;0.13%;464.45;464,450,000
25/11/2022;1232.96;1232.9;1236.07;1225.09;670.17M;-0.01%;670.17;670,170,000
24/11/2022;1233.1;1230.55;1240.72;1229.73;646.35M;0.27%;646.35;646,350,000
23/11/2022;1229.77;1232.13;1240.52;1228.17;773.47M;-0.13%;773.47;773,470,000
22/11/2022;1231.35;1232.08;1241.1;1229;626.59M;-0.06%;626.59;626,590,000
21/11/2022;1232.08;1225.41;1234.07;1225.41;459.39M;0.74%;459.39;459,390,000
18/11/2022;1223.07;1224.34;1229.06;1218.38;683.79M;-0.18%;683.79;683,790,000
17/11/2022;1225.32;1217.9;1226.79;1207.47;891.89M;0.45%;891.89;891,890,000
16/11/2022;1219.85;1222.05;1227.02;1212.27;834.66M;-0.15%;834.66;834,660,000
15/11/2022;1221.66;1213.37;1227.69;1213.37;577.02M;0.31%;577.02;577,020,000
14/11/2022;1217.86;1227.54;1232.69;1216.55;814.59M;-0.79%;814.59;814,590,000
11/11/2022;1227.54;1235.54;1247.42;1226.07;572.40M;-0.58%;572.40;572,400,000
10/11/2022;1234.76;1255.7;1255.7;1228.43;779.33M;-1.94%;779.33;779,330,000
09/11/2022;1259.21;1256.27;1260.38;1247.96;853.78M;0.22%;853.78;853,780,000
08/11/2022;1256.46;1246.05;1257.53;1240.9;840.26M;0.84%;840.26;840,260,000
07/11/2022;1246.05;1243.97;1249.61;1239.64;904.84M;0.14%;904.84;904,840,000
04/11/2022;1244.36;1248.39;1251.35;1233.7;801.19M;-0.32%;801.19;801,190,000
03/11/2022;1248.39;1241.18;1251.16;1231.55;813.98M;0.56%;813.98;813,980,000
02/11/2022;1241.37;1256.86;1259.72;1233.12;1.21B;-1.39%;1.21;1,210,000,000
01/11/2022;1258.81;1274.74;1276.02;1254.51;538.78M;-1.19%;538.78;538,780,000
31/10/2022;1273.96;1285.76;1289.52;1270.02;635.38M;-0.90%;635.38;635,380,000
28/10/2022;1285.56;1298.81;1302.1;1279.18;1.07B;-0.99%;1.07;1,070,000,000
27/10/2022;1298.42;1288.1;1302.11;1287.75;1.59B;0.80%;1.59;1,590,000,000
26/10/2022;1288.1;1285.81;1293.65;1281.23;582.13M;0.56%;582.13;582,130,000
25/10/2022;1280.93;1279.49;1289.22;1270.29;1.23B;0.13%;1.23;1,230,000,000
24/10/2022;1279.3;1263.15;1286.9;1263.15;1.23B;1.28%;1.23;1,230,000,000
21/10/2022;1263.15;1257.88;1278.42;1257.88;1.11B;0.47%;1.11;1,110,000,000
20/10/2022;1257.29;1251.32;1261.56;1244.03;1.01B;0.51%;1.01;1,010,000,000
19/10/2022;1250.93;1244.49;1259.12;1241.89;676.41M;0.33%;676.41;676,410,000
18/10/2022;1246.83;1246.15;1258.54;1239.5;1.01B;-0.06%;1.01;1,010,000,000
17/10/2022;1247.52;1261.91;1262.21;1233.35;856.64M;-1.23%;856.64;856,640,000
14/10/2022;1263.08;1253.05;1276.22;1253.05;803.61M;0.89%;803.61;803,610,000
13/10/2022;1251.88;1257.11;1263.91;1250.19;662.93M;-0.37%;662.93;662,930,000
12/10/2022;1256.53;1266.38;1271.08;1246.28;880.36M;-0.72%;880.36;880,360,000
11/10/2022;1265.6;1267.56;1274.84;1260.29;882.30M;-0.15%;882.30;882,300,000
10/10/2022;1267.56;1280.96;1280.96;1257.38;548.45M;-1.23%;548.45;548,450,000
07/10/2022;1283.3;1290.28;1291.07;1278.25;952.69M;-0.48%;952.69;952,690,000
06/10/2022;1289.5;1298.41;1309.02;1288.02;590.48M;-0.51%;590.48;590,480,000
05/10/2022;1296.07;1293.08;1314.26;1293.08;938.80M;-0.18%;938.80;938,800,000
04/10/2022;1298.34;1285.91;1307.07;1285.91;945.29M;1.15%;945.29;945,290,000
03/10/2022;1283.57;1270.72;1288.06;1263.57;1.24B;1.01%;1.24;1,240,000,000
30/09/2022;1270.72;1278;1278;1249.16;814.55M;-0.73%;814.55;814,550,000
29/09/2022;1280.1;1298.12;1310.58;1276.84;830.17M;-1.39%;830.17;830,170,000
28/09/2022;1298.12;1321.48;1323.98;1298.12;710.48M;-1.77%;710.48;710,480,000
27/09/2022;1321.48;1318.18;1327.73;1311.69;866.84M;0.25%;866.84;866,840,000
26/09/2022;1318.18;1349.24;1349.24;1303.53;855.71M;-2.73%;855.71;855,710,000
23/09/2022;1355.13;1367.91;1367.91;1349.49;792.29M;-0.99%;792.29;792,290,000
22/09/2022;1368.75;1352.47;1370.14;1343.12;967.86M;1.12%;967.86;967,860,000
21/09/2022;1353.52;1355.46;1358.97;1345.11;752.71M;-0.24%;752.71;752,710,000
20/09/2022;1356.73;1365.62;1376.39;1352.48;917.09M;-0.48%;917.09;917,090,000
19/09/2022;1363.31;1361.12;1372.25;1353.43;797.59M;-0.01%;797.59;797,590,000
16/09/2022;1363.44;1385.43;1385.43;1354.3;1.33B;-1.59%;1.33;1,330,000,000
15/09/2022;1385.43;1383.98;1409.06;1383.08;1.63B;0.72%;1.63;1,630,000,000
14/09/2022;1375.56;1387.45;1387.45;1369.78;1.21B;-1.07%;1.21;1,210,000,000
13/09/2022;1390.4;1371.82;1393.56;1371.79;1.03B;1.35%;1.03;1,030,000,000
12/09/2022;1371.82;1365.59;1376.05;1363.5;989.89M;0.47%;989.89;989,890,000
09/09/2022;1365.38;1365.83;1368.59;1350.98;1.36B;-0.03%;1.36;1,360,000,000
08/09/2022;1365.83;1371.41;1383.63;1363.77;1.53B;-0.44%;1.53;1,530,000,000
07/09/2022;1371.83;1371.74;1378.45;1357.96;1.75B;-0.04%;1.75;1,750,000,000
06/09/2022;1372.37;1364.3;1382.29;1363.47;2.09B;0.90%;2.09;2,090,000,000
05/09/2022;1360.09;1335.49;1365.51;1330.43;2.49B;1.81%;2.49;2,490,000,000
02/09/2022;1335.91;1325.29;1341.41;1324.21;1.36B;0.82%;1.36;1,360,000,000
01/09/2022;1325.08;1322.31;1337.21;1316.34;2.20B;0.15%;2.20;2,200,000,000
31/08/2022;1323.15;1319.49;1325.62;1307.52;1.18B;0.12%;1.18;1,180,000,000
30/08/2022;1321.59;1304.21;1336.52;1302.75;2.33B;1.33%;2.33;2,330,000,000
29/08/2022;1304.21;1304.11;1307.86;1283.12;1.65B;-0.22%;1.65;1,650,000,000
26/08/2022;1307.06;1318.4;1324.71;1305.15;1.23B;-0.73%;1.23;1,230,000,000
25/08/2022;1316.72;1317.86;1321.78;1310.17;1.22B;0.06%;1.22;1,220,000,000
24/08/2022;1315.97;1308.06;1322.93;1304.12;1.01B;0.77%;1.01;1,010,000,000
23/08/2022;1305.95;1293.84;1311.46;1286.76;1.44B;0.64%;1.44;1,440,000,000
22/08/2022;1297.63;1324.62;1324.62;1291.54;1.19B;-1.87%;1.19;1,190,000,000
19/08/2022;1322.31;1329.99;1336.63;1322.31;1.22B;-0.63%;1.22;1,220,000,000
18/08/2022;1330.62;1311.55;1330.62;1309.17;1.61B;1.15%;1.61;1,610,000,000
16/08/2022;1315.55;1314.2;1323.33;1310.37;716.15M;0.17%;716.15;716,150,000
15/08/2022;1313.36;1311.18;1323.69;1309.17;1.09B;0.23%;1.09;1,090,000,000
12/08/2022;1310.33;1304.74;1316.79;1298.78;1.58B;0.23%;1.58;1,580,000,000
11/08/2022;1307.26;1309.17;1320.55;1306.23;1.11B;0.24%;1.11;1,110,000,000
10/08/2022;1304.12;1313.11;1315.04;1297.32;698.48M;-0.49%;698.48;698,480,000
09/08/2022;1310.58;1313.54;1330.04;1307.09;1.14B;-0.03%;1.14;1,140,000,000
08/08/2022;1311.02;1305.32;1315;1303.17;840.27M;0.44%;840.27;840,270,000
05/08/2022;1305.32;1320.9;1323.31;1303.07;1.00B;-1.21%;1.00;1,000,000,000
04/08/2022;1321.32;1327.6;1338.59;1315.62;1.40B;-0.47%;1.40;1,400,000,000
03/08/2022;1327.6;1326.51;1338.24;1318.14;1.61B;-0.08%;1.61;1,610,000,000
02/08/2022;1328.62;1306.9;1329.89;1301.81;2.78B;1.81%;2.78;2,780,000,000
01/08/2022;1305;1307.25;1340.96;1300.18;2.70B;-0.27%;2.70;2,700,000,000
29/07/2022;1308.51;1273.73;1317.98;1273.73;4.65B;3.90%;4.65;4,650,000,000
28/07/2022;1259.41;1240.63;1271.4;1234.16;3.03B;1.74%;3.03;3,030,000,000
27/07/2022;1237.9;1221.37;1238.85;1221.12;917.90M;1.37%;917.90;917,900,000
26/07/2022;1221.16;1220.24;1226.52;1216.77;1.30B;0.11%;1.30;1,300,000,000
25/07/2022;1219.82;1214.23;1225.23;1213.32;1.24B;0.46%;1.24;1,240,000,000
22/07/2022;1214.23;1212.53;1219.11;1210;518.48M;0.14%;518.48;518,480,000
21/07/2022;1212.53;1216.3;1220.32;1206.18;823.44M;-0.36%;823.44;823,440,000
20/07/2022;1216.93;1192.07;1218.49;1192.07;689.47M;2.45%;689.47;689,470,000
19/07/2022;1187.86;1180.07;1193.86;1179.92;388.69M;0.64%;388.69;388,690,000
18/07/2022;1180.29;1179.33;1186.84;1175.95;623.85M;0.03%;623.85;623,850,000
15/07/2022;1179.96;1195.4;1195.4;1176.2;305.99M;-1.36%;305.99;305,990,000
14/07/2022;1196.24;1169.73;1197.33;1169.44;368.22M;2.29%;368.22;368,220,000
13/07/2022;1169.52;1179.93;1187.37;1168.1;484.63M;-0.30%;484.63;484,630,000
12/07/2022;1172.98;1175.37;1182.96;1167.85;670.84M;-0.19%;670.84;670,840,000
11/07/2022;1175.16;1167.29;1175.74;1164.09;1.03B;0.67%;1.03;1,030,000,000
08/07/2022;1167.29;1159;1169.69;1159;428.84M;1.03%;428.84;428,840,000
07/07/2022;1155.42;1157.39;1163.8;1150.55;333.29M;-0.19%;333.29;333,290,000
06/07/2022;1157.6;1183.57;1183.57;1151.96;445.10M;-2.26%;445.10;445,100,000
05/07/2022;1184.42;1163.63;1191.04;1163.09;594.78M;2.04%;594.78;594,780,000
04/07/2022;1160.69;1173.9;1184.62;1148.86;773.38M;-1.13%;773.38;773,380,000
01/07/2022;1173.9;1210.49;1214.39;1173.41;814.15M;-3.02%;814.15;814,150,000
30/06/2022;1210.49;1215.67;1222.13;1205.87;609.69M;-0.51%;609.69;609,690,000
29/06/2022;1216.74;1235.35;1236.71;1215.68;767.04M;-1.57%;767.04;767,040,000
28/06/2022;1236.21;1237.53;1241.31;1228.05;625.55M;0.03%;625.55;625,550,000
27/06/2022;1235.82;1228.99;1240.82;1226.46;888.89M;0.71%;888.89;888,890,000
24/06/2022;1227.06;1228.61;1234.26;1221.48;592.73M;-0.04%;592.73;592,730,000
23/06/2022;1227.54;1231.23;1234.03;1215.48;1.20B;-0.13%;1.20;1,200,000,000
22/06/2022;1229.09;1242;1248.92;1226.24;913.99M;-1.01%;913.99;913,990,000
21/06/2022;1241.57;1238.06;1249.48;1231.18;1.15B;0.63%;1.15;1,150,000,000
20/06/2022;1233.78;1226.78;1233.78;1213.47;1.11B;0.57%;1.11;1,110,000,000
17/06/2022;1226.78;1238.68;1243.71;1220.31;1.31B;-1.77%;1.31;1,310,000,000
16/06/2022;1248.83;1241.75;1269.4;1241.75;671.90M;1.24%;671.90;671,900,000
15/06/2022;1233.54;1266.21;1269.4;1230.26;785.33M;-2.58%;785.33;785,330,000
14/06/2022;1266.21;1259.91;1274.08;1247.19;1.02B;-0.10%;1.02;1,020,000,000
13/06/2022;1267.47;1294.2;1294.2;1253.86;772.02M;-2.24%;772.02;772,020,000
10/06/2022;1296.57;1321.88;1333.22;1295.69;1.46B;-2.17%;1.46;1,460,000,000
09/06/2022;1325.35;1322.2;1341.08;1320.6;2.06B;0.17%;2.06;2,060,000,000
08/06/2022;1323.06;1317.53;1335.64;1317.53;2.25B;0.58%;2.25;2,250,000,000
07/06/2022;1315.41;1301.22;1329.51;1297.97;2.70B;1.64%;2.70;2,700,000,000
06/06/2022;1294.12;1303.73;1311.07;1284.32;609.49M;-1.00%;609.49;609,490,000
03/06/2022;1307.2;1304.46;1314.14;1292.59;741.21M;0.82%;741.21;741,210,000
02/06/2022;1296.52;1306.19;1311.22;1286.67;756.74M;-0.43%;756.74;756,740,000
31/05/2022;1302.13;1274.99;1311.98;1274.18;624.30M;2.30%;624.30;624,300,000
30/05/2022;1272.85;1272.24;1275.5;1260.07;642.02M;0.39%;642.02;642,020,000
27/05/2022;1267.93;1262.39;1270.05;1256.78;619.70M;0.82%;619.70;619,700,000
25/05/2022;1257.63;1257.29;1265.6;1250.23;647.20M;-0.16%;647.20;647,200,000
24/05/2022;1259.67;1245.49;1264.79;1245.12;562.60M;1.35%;562.60;562,600,000
23/05/2022;1242.89;1258.87;1260.47;1235.17;573.86M;-1.18%;573.86;573,860,000
20/05/2022;1257.8;1245.9;1262.48;1245.07;406.17M;0.92%;406.17;406,170,000
19/05/2022;1246.3;1247.54;1251.03;1230.17;322.63M;-0.67%;322.63;322,630,000
18/05/2022;1254.68;1242.87;1259.19;1242.02;365.86M;1.04%;365.86;365,860,000
17/05/2022;1241.81;1240.3;1254.93;1237.56;968.44M;0.49%;968.44;968,440,000
13/05/2022;1235.75;1215.41;1241.35;1214.43;753.10M;1.82%;753.10;753,100,000
12/05/2022;1213.68;1235.51;1244.38;1204.34;502.88M;-2.17%;502.88;502,880,000
11/05/2022;1240.66;1238.88;1258.12;1236.27;;0.21%;#VALUE!;#VALUE!
10/05/2022;1238.01;1219.42;1238.01;1198.96;1.31B;0.05%;1.31;1,310,000,000
09/05/2022;1237.36;1276.26;1281.09;1231.16;926.41M;-2.46%;926.41;926,410,000
28/04/2022;1268.6;1234.3;1277.18;1234.17;490.88M;3.94%;490.88;490,880,000
27/04/2022;1220.53;1219.35;1228.34;1213.17;758.91M;0.10%;758.91;758,910,000
26/04/2022;1219.36;1203.53;1220.86;1203.53;536.00M;1.41%;536.00;536,000,000
25/04/2022;1202.44;1212.81;1212.99;1195.25;674.04M;-0.92%;674.04;674,040,000
22/04/2022;1213.67;1215.45;1225.43;1204.29;1.43B;-0.22%;1.43;1,430,000,000
21/04/2022;1216.32;1219.97;1232.32;1213.91;685.51M;-0.23%;685.51;685,510,000
20/04/2022;1219.11;1227.02;1230.55;1218.22;1.62B;-0.99%;1.62;1,620,000,000
19/04/2022;1231.31;1240.38;1246.95;1224.22;1.49B;-0.58%;1.49;1,490,000,000
18/04/2022;1238.43;1226.89;1241.53;1225.86;1.17B;1.01%;1.17;1,170,000,000
14/04/2022;1226.03;1227.7;1239.57;1226.03;1.38B;0.02%;1.38;1,380,000,000
13/04/2022;1225.77;1209.13;1228.23;1207.49;542.27M;1.77%;542.27;542,270,000
12/04/2022;1204.42;1211.14;1219.86;1197.21;794.38M;-0.48%;794.38;794,380,000
11/04/2022;1210.28;1206.51;1214.06;1196.97;1.51B;0.31%;1.51;1,510,000,000
08/04/2022;1206.52;1190.74;1212.76;1189.01;597.77M;1.77%;597.77;597,770,000
07/04/2022;1185.56;1185.53;1191.9;1179.71;571.92M;-0.13%;571.92;571,920,000
06/04/2022;1187.05;1186.53;1193.14;1179.07;555.36M;-0.14%;555.36;555,360,000
05/04/2022;1188.71;1179.65;1191.5;1177.24;525.04M;0.79%;525.04;525,040,000
04/04/2022;1179.44;1168.2;1179.93;1165.2;837.98M;1.39%;837.98;837,980,000
01/04/2022;1163.25;1158.41;1168.61;1156.5;479.27M;1.19%;479.27;479,270,000
31/03/2022;1149.54;1153.38;1159.37;1148.69;617.10M;-0.22%;617.10;617,100,000
