Tanggal;Terakhir;Pembukaan;Tertinggi;Terendah;Vol;Perubahan%;Vol
24/09/2021;9908.12;9889.55;9942.2;9858.95;575.66M;0.19%;575,660,000
23/09/2021;9889.55;9717.84;9908.17;9717.84;971.98M;1.77%;971,980,000
22/09/2021;9717.84;9884.81;9940.52;9710.43;672.23M;-1.69%;672,230,000
21/09/2021;9884.81;9857.42;9959.41;9754.11;372.33M;0.28%;372,330,000
20/09/2021;9857.42;10115.31;10207.75;9841.49;564.96M;-2.55%;564,960,000
17/09/2021;10115.31;9829.83;10234.04;9820.45;532.23M;2.90%;532,230,000
16/09/2021;9829.83;10068.32;10109.03;9810.11;420.53M;-2.37%;420,530,000
15/09/2021;10068.32;10004.79;10122.01;9974.95;489.08M;0.64%;489,080,000
14/09/2021;10004.79;9812.77;10030.36;9812.82;588.52M;1.96%;588,520,000
13/09/2021;9812.77;9972.05;9988.27;9804.06;565.37M;-1.60%;565,370,000
10/09/2021;9972.05;9920.03;10076.83;9827.29;589.28M;0.52%;589,280,000
09/09/2021;9920.03;9952.77;10277.57;9906.12;833.19M;-0.33%;833,190,000
08/09/2021;9952.77;9944.39;10065.64;9806.57;478.76M;0.08%;478,760,000
07/09/2021;9944.39;10183.53;10214.7;9893.05;414.93M;-2.35%;414,930,000
06/09/2021;10183.53;10312.46;10385.14;10093.45;454.93M;-1.25%;454,930,000
03/09/2021;10312.46;10374.03;10443.23;10280.77;535.85M;-0.59%;535,850,000
02/09/2021;10374.03;10588.74;10663;10315;776.81M;-2.03%;776,810,000
01/09/2021;10588.74;10990.88;11080;10588.74;957.31M;-3.66%;957,310,000
31/08/2021;10990.88;10810.13;11028.71;10716.7;1.15B;1.67%;1,150,000,000
30/08/2021;10810.13;10765.18;10954.14;10584.55;461.64M;0.42%;461,640,000
27/08/2021;10765.18;10494.63;10808.2;10413.56;1.04B;2.58%;1,040,000,000
26/08/2021;10494.63;10474.29;10744.34;10366.57;870.12M;0.19%;870,120,000
25/08/2021;10474.29;10380.17;10615;10379.55;550.28M;0.91%;550,280,000
24/08/2021;10380.17;10128.25;10457.09;9988.14;846.84M;2.49%;846,840,000
23/08/2021;10128.25;9827.9;10157.17;9677.07;1.36B;3.06%;1,360,000,000
20/08/2021;9827.9;9785.58;9908.63;9493.72;1.05B;0.43%;1,050,000,000
19/08/2021;9785.58;9970.21;9970.21;9421.78;2.40B;-1.85%;2,400,000,000
18/08/2021;9970.21;10506.41;10506.41;9914.26;1.43B;-5.10%;1,430,000,000
16/08/2021;10506.41;11103.96;11131.38;10490.33;1.36B;-5.38%;1,360,000,000
13/08/2021;11103.96;11278.61;11456.62;11053.05;3.50B;-1.55%;3,500,000,000
12/08/2021;11278.61;11464.4;11360.53;10854.7;3.18B;-1.62%;3,180,000,000
10/08/2021;11464.4;11880.88;11994.79;11409.08;1.58B;-3.51%;1,580,000,000
09/08/2021;11880.88;11997.72;12704.02;11877.2;4.07B;-0.97%;4,070,000,000
06/08/2021;11997.72;11630.77;12282.32;11904.1;1.03B;3.16%;1,030,000,000
05/08/2021;11630.77;11592.68;11907.31;11592.68;526.46M;0.33%;526,460,000
04/08/2021;11592.68;11672.32;11703.17;11537.26;260.36M;-0.68%;260,360,000
03/08/2021;11672.32;11650.2;11719.31;11610.12;297.59M;0.19%;297,590,000
02/08/2021;11650.2;11732.89;11851.72;11647.4;580.96M;-0.70%;580,960,000
30/07/2021;11732.89;11625.52;11732.89;11596.31;655.23M;0.92%;655,230,000
29/07/2021;11625.52;11492.76;11780.89;11490.97;495.56M;1.16%;495,560,000
28/07/2021;11492.76;11510.82;11619.98;11456.69;1.26B;-0.16%;1,260,000,000
27/07/2021;11510.82;11375.5;11522.08;11375.5;727.61M;1.19%;727,610,000
26/07/2021;11375.5;11309.06;11522.12;11294.07;526.35M;0.59%;526,350,000
23/07/2021;11309.06;11242.81;11342.06;11164.36;524.56M;0.59%;524,560,000
22/07/2021;11242.81;10879.93;11256.59;10962.33;420.75M;3.34%;420,750,000
21/07/2021;10879.93;10860.82;10978.09;10701.42;524.68M;0.18%;524,680,000
19/07/2021;10860.82;10964.49;11027.09;10846.43;363.36M;-0.95%;363,360,000
16/07/2021;10964.49;11015.61;11052.16;10940.58;270.65M;-0.46%;270,650,000
15/07/2021;11015.61;10933.15;11052.82;10909.62;280.56M;0.75%;280,560,000
14/07/2021;10933.15;10789.2;10964.43;10723.5;282.81M;1.33%;282,810,000
13/07/2021;10789.2;11076.65;11115.97;10729.42;334.72M;-2.60%;334,720,000
12/07/2021;11076.65;11331.74;11431.55;11070.23;358.00M;-2.25%;358,000,000
09/07/2021;11331.74;11389.19;11686.69;11320.51;371.94M;-0.50%;371,940,000
08/07/2021;11389.19;11345.61;11491.1;11333.14;338.23M;0.38%;338,230,000
07/07/2021;11345.61;11278.33;11425.72;11252.84;327.97M;0.60%;327,970,000
06/07/2021;11278.33;10948.27;11378.72;10938.54;357.37M;3.01%;357,370,000
05/07/2021;10948.27;10820.97;11017.5;10715.69;275.85M;1.18%;275,850,000
02/07/2021;10820.97;10791.6;10904.85;10788.39;218.03M;0.27%;218,030,000
01/07/2021;10791.6;10703.24;10853.07;10668.58;327.01M;0.83%;327,010,000
30/06/2021;10703.24;10592.01;10703.24;10475.79;140.44M;1.05%;140,440,000
29/06/2021;10592.01;10713.26;10714.16;10586.2;150.48M;-1.13%;150,480,000
28/06/2021;10713.26;10793.34;10804.53;10666.29;184.36M;-0.74%;184,360,000
25/06/2021;10793.34;10861.55;10906.13;10757.85;220.37M;-0.63%;220,370,000
24/06/2021;10861.55;10839.53;10874.81;10799.22;381.38M;0.20%;381,380,000
23/06/2021;10839.53;10864.19;10914.95;10804.99;432.53M;-0.23%;432,530,000
22/06/2021;10864.19;10784;10881.91;10774.47;250.83M;0.74%;250,830,000
21/06/2021;10784;10852.92;10853.46;10756.5;281.23M;-0.64%;281,230,000
18/06/2021;10852.92;10840.24;11001.08;10762.47;374.32M;0.12%;374,320,000
17/06/2021;10840.24;10622.86;10876.27;10618.16;349.00M;2.05%;349,000,000
16/06/2021;10622.86;9219.5;10795.14;9216.87;169.25M;15.22%;169,250,000
15/06/2021;9219.5;9065.24;9275.4;9048.89;147.57M;1.70%;147,570,000
14/06/2021;9065.24;8104.33;9228.5;8080.36;156.75M;11.86%;156,750,000
11/06/2021;8104.33;7667.31;8857.06;7659.92;108.36M;5.70%;108,360,000
10/06/2021;7667.31;7030.4;8025.19;7040.85;220.01M;9.06%;220,010,000
09/06/2021;7030.4;6762.63;7712.58;6415.15;279.04M;3.96%;279,040,000
08/06/2021;6762.63;5963.19;6786.44;5927.26;214.06M;13.41%;214,060,000
07/06/2021;5963.19;5317.29;6016.73;5304.36;153.21M;12.15%;153,210,000
04/06/2021;5317.29;4705.12;5324.9;4705.58;93.07M;13.01%;93,070,000
03/06/2021;4705.12;4170.53;4705.96;4169.94;142.38M;12.82%;142,380,000
02/06/2021;4170.53;3793.32;4170.6;3789.36;90.18M;9.94%;90,180,000
31/05/2021;3793.32;3491.1;3793.32;3490.73;94.61M;8.66%;94,610,000
28/05/2021;3491.1;3531.58;3565.34;3423.14;209.75M;-1.15%;209,750,000
27/05/2021;3531.58;3505.74;3589.82;3489.82;242.30M;0.74%;242,300,000
25/05/2021;3505.74;3519.77;3527.84;3477.6;155.48M;-0.40%;155,480,000
24/05/2021;3519.77;3481.43;3569.98;3453.22;91.24M;1.10%;91,240,000
21/05/2021;3481.43;3460.69;3510.84;3443.03;156.91M;0.60%;156,910,000
20/05/2021;3460.69;3410.26;3460.69;3323.72;325.70M;1.48%;325,700,000
19/05/2021;3410.26;3184.22;3411.91;3173.19;243.30M;7.10%;243,300,000
18/05/2021;3184.22;3247.36;3247.36;3133;103.58M;-1.94%;103,580,000
17/05/2021;3247.36;3307.28;3309.37;3242.91;130.40M;-1.81%;130,400,000
11/05/2021;3307.28;3348.67;3349.44;3301.48;301.06M;-1.24%;301,060,000
10/05/2021;3348.67;3335.39;3353.44;3322.35;247.65M;0.40%;247,650,000
07/05/2021;3335.39;3345.84;3353.6;3244.24;184.24M;-0.31%;184,240,000
06/05/2021;3345.84;3334.2;3370.02;3331.57;227.33M;0.35%;227,330,000
05/05/2021;3334.2;3164.03;3345.05;3160.97;150.82M;5.38%;150,820,000
04/05/2021;3164.03;3219.38;3268.9;3164.03;171.12M;-1.72%;171,120,000
03/05/2021;3219.38;3185.54;3238.28;3171.84;219.96M;1.06%;219,960,000
30/04/2021;3185.54;3250.12;3267.3;3181.3;117.87M;-1.99%;117,870,000
29/04/2021;3250.12;3259.59;3266.34;3243.91;99.22M;-0.29%;99,220,000
28/04/2021;3259.59;3274.63;3284.81;3180.41;142.00M;-0.46%;142,000,000
27/04/2021;3274.63;3287.87;3336.88;3271.86;118.04M;-0.40%;118,040,000
26/04/2021;3287.87;3258.38;3324.94;3250.71;60.97M;0.90%;60,970,000
23/04/2021;3258.38;3234.89;3267.93;3221.23;44.47M;0.73%;44,470,000
22/04/2021;3234.89;3244.84;3244.84;3198.59;99.56M;-0.31%;99,560,000
21/04/2021;3244.84;3257.19;3262.3;3236.36;112.27M;-0.38%;112,270,000
20/04/2021;3257.19;3272.75;3295.71;3232.35;80.16M;-0.48%;80,160,000
19/04/2021;3272.75;3208.99;3284.58;3202.29;41.45M;1.99%;41,450,000
16/04/2021;3208.99;3175.57;3208.99;3138.85;61.01M;1.05%;61,010,000
15/04/2021;3175.57;3178.57;3200.24;3163.7;87.24M;-0.09%;87,240,000
14/04/2021;3178.57;3095.15;3178.57;3077.69;76.57M;2.70%;76,570,000
13/04/2021;3095.15;3155.72;3161.68;3058.25;83.01M;-1.92%;83,010,000
12/04/2021;3155.72;3159.82;3179.28;3134.77;67.70M;-0.13%;67,700,000
09/04/2021;3159.82;3145.33;3168.01;3145.46;85.53M;0.46%;85,530,000
08/04/2021;3145.33;3083.88;3148.01;3083.88;151.95M;1.99%;151,950,000
07/04/2021;3083.88;3040.92;3097.89;3031.04;237.68M;1.41%;237,680,000
06/04/2021;3040.92;2994.4;3060.31;2992.59;205.18M;1.55%;205,180,000
05/04/2021;2994.4;2961.08;3002.02;2961.66;216.99M;1.13%;216,990,000
01/04/2021;2961.08;2842.4;2961.08;2842.06;271.46M;4.18%;271,460,000
31/03/2021;2842.4;2927.61;2939.55;2834.69;50.23M;-2.91%;50,230,000
30/03/2021;2927.61;2933.78;2943.43;2830.52;41.78M;-0.21%;41,780,000
29/03/2021;2933.78;3006.64;3029.91;2902.55;45.80M;-2.42%;45,800,000
26/03/2021;3006.64;2846.19;3007.66;2846.41;52.63M;5.64%;52,630,000
25/03/2021;2846.19;2918.68;2924.08;2814.56;49.73M;-2.48%;49,730,000
24/03/2021;2918.68;2956.52;2958.24;2833.58;41.77M;-1.28%;41,770,000
23/03/2021;2956.52;3050.05;3068.38;2930.76;61.44M;-3.07%;61,440,000
22/03/2021;3050.05;2846.63;3050.05;2750.78;25.56M;7.15%;25,560,000
19/03/2021;2846.63;2967.28;2968.23;2842.51;73.85M;-4.07%;73,850,000
18/03/2021;2967.28;3099.34;3102.17;2967.11;245.73M;-4.26%;245,730,000
17/03/2021;3099.34;3108.11;3162.44;3092;50.84M;-0.28%;50,840,000
16/03/2021;3108.11;3056.69;3108.11;3038.35;135.86M;1.68%;135,860,000
15/03/2021;3056.69;3066.99;3069.97;3045.05;221.38M;-0.34%;221,380,000
12/03/2021;3066.99;3081.86;3087.69;3059.66;37.40M;-0.48%;37,400,000
10/03/2021;3081.86;3092.35;3097.92;3067.88;87.50M;-0.34%;87,500,000
09/03/2021;3092.35;3107.45;3107.45;3077.84;23.94M;-0.49%;23,940,000
08/03/2021;3107.45;3137.79;3143.67;3103.24;22.31M;-0.97%;22,310,000
05/03/2021;3137.79;3170.05;3172.42;3127.5;36.40M;-1.02%;36,400,000
04/03/2021;3170.05;3172.75;3207.7;3153.23;58.41M;-0.08%;58,410,000
03/03/2021;3172.75;3164.59;3243.6;3144.8;44.49M;0.26%;44,490,000
02/03/2021;3164.59;3183.87;3190.89;3150.42;53.55M;-0.61%;53,550,000
01/03/2021;3183.87;3216.44;3218.88;3175.61;91.31M;-1.01%;91,310,000
26/02/2021;3216.44;3240.97;3244.22;3196.46;71.86M;-0.76%;71,860,000
25/02/2021;3240.97;3271.66;3272.48;3229.14;177.97M;-0.94%;177,970,000
24/02/2021;3271.66;3308.08;3309.71;3254.02;61.55M;-1.10%;61,550,000
23/02/2021;3308.08;3347.99;3349.61;3295.64;172.91M;-1.19%;172,910,000
22/02/2021;3347.99;3388.65;3392.1;3327.82;131.58M;-1.20%;131,580,000
19/02/2021;3388.65;3439.44;3578.98;3373.65;65.20M;-1.48%;65,200,000
18/02/2021;3439.44;3326.69;3448.02;3325.88;154.75M;3.39%;154,750,000
17/02/2021;3326.69;3231.77;3354.07;3232.49;252.58M;2.94%;252,580,000
16/02/2021;3231.77;3131.94;3238.81;3131.94;176.45M;3.19%;176,450,000
15/02/2021;3131.94;3043.75;3134.5;3043.75;96.45M;2.90%;96,450,000
11/02/2021;3043.75;2973.55;3044.44;2973.55;64.96M;2.36%;64,960,000
10/02/2021;2973.55;2673.42;2978.33;2718.22;55.78M;11.23%;55,780,000
09/02/2021;2673.42;2498.55;2673.42;2498.55;84.41M;7.00%;84,410,000
08/02/2021;2498.55;2324.89;2570.46;2325.7;61.88M;7.47%;61,880,000
05/02/2021;2324.89;2160.58;2351.81;2159.71;82.90M;7.60%;82,900,000
04/02/2021;2160.58;2207.09;2409.87;2131.46;174.22M;-2.11%;174,220,000
03/02/2021;2207.09;2274.93;2277.95;2193.33;55.34M;-2.98%;55,340,000
02/02/2021;2274.93;2374.97;2605.27;2267.3;66.37M;-4.21%;66,370,000
01/02/2021;2374.97;2157.78;2374.97;2157.78;82.14M;10.07%;82,140,000
29/01/2021;2157.78;1990.16;2167.05;1990.16;61.86M;8.42%;61,860,000
28/01/2021;1990.16;1833.03;2010.3;1831.65;155.33M;8.57%;155,330,000
27/01/2021;1833.03;1841.17;1851.72;1824.88;105.36M;-0.44%;105,360,000
26/01/2021;1841.17;1873.3;1879.51;1836.28;32.66M;-1.72%;32,660,000
