Tanggal;Terakhir;Pembukaan;Tertinggi;Terendah;Vol;Perubahan%;Vol;Vol
10/11/2021;1029.61;1020.99;1038.14;1020.99;2.09B;0.70%;2.09;2,090,000,000
09/11/2021;1022.43;1010.08;1025.73;1009.81;2.35B;1.70%;2.35;2,350,000,000
08/11/2021;1005.36;998.13;1007.14;997.73;2.02B;0.92%;2.02;2,020,000,000
05/11/2021;996.19;1004.69;1006.06;994.28;2.15B;-1.02%;2.15;2,150,000,000
04/11/2021;1006.44;990.64;1010.77;990.64;3.02B;2.16%;3.02;3,020,000,000
03/11/2021;985.12;977.37;985.12;974.72;1.82B;1.09%;1.82;1,820,000,000
02/11/2021;974.54;992;996.09;973.12;1.96B;-2.03%;1.96;1,960,000,000
01/11/2021;994.73;998.48;1004.34;993.1;2.39B;-0.56%;2.39;2,390,000,000
29/10/2021;1000.37;995.42;1007.53;994.33;1.97B;0.16%;1.97;1,970,000,000
28/10/2021;998.75;1021.32;1021.32;992.09;3.15B;-2.68%;3.15;3,150,000,000
27/10/2021;1026.2;1038.44;1039.3;1025.06;2.45B;-1.04%;2.45;2,450,000,000
26/10/2021;1036.95;1024.12;1042.82;1021;2.48B;1.72%;2.48;2,480,000,000
25/10/2021;1019.4;1010.84;1026.86;1009.27;2.42B;1.83%;2.42;2,420,000,000
22/10/2021;1001.09;996.42;1004.9;981.66;3.27B;-0.99%;3.27;3,270,000,000
21/10/2021;1011.11;1035.73;1036.53;1009.02;3.47B;-3.26%;3.47;3,470,000,000
19/10/2021;1045.22;1050.22;1051.99;1041.71;2.54B;-0.59%;2.54;2,540,000,000
18/10/2021;1051.46;1051.47;1057.37;1047.85;3.31B;-0.12%;3.31;3,310,000,000
15/10/2021;1052.69;1054.97;1058.23;1048.26;2.96B;-0.04%;2.96;2,960,000,000
14/10/2021;1053.09;1054.18;1061.8;1049.02;2.52B;-0.08%;2.52;2,520,000,000
13/10/2021;1053.91;1066.93;1067.13;1049.97;3.40B;-1.25%;3.4;3,400,000,000
12/10/2021;1067.26;1065.7;1073.6;1064.27;4.37B;0.36%;4.37;4,370,000,000
11/10/2021;1063.44;1042.16;1064.76;1038.77;5.06B;2.33%;5.06;5,060,000,000
08/10/2021;1039.21;1023.89;1040.31;1021.06;6.37B;1.49%;6.37;6,370,000,000
07/10/2021;1023.94;1041.95;1041.95;1019.51;2.95B;-2.83%;2.95;2,950,000,000
06/10/2021;1053.78;1054.53;1068.5;1051.39;5.91B;1.38%;5.91;5,910,000,000
05/10/2021;1039.45;1038.97;1072.47;1034.27;8.64B;1.04%;8.64;8,640,000,000
04/10/2021;1028.79;998.77;1037.95;998.77;8.81B;3.82%;8.81;8,810,000,000
01/10/2021;990.97;998.37;1012.08;984.74;4.17B;-0.53%;4.17;4,170,000,000
30/09/2021;996.28;944.18;1004.35;943.85;5.57B;5.65%;5.57;5,570,000,000
29/09/2021;942.97;911.53;947.45;910.48;5.07B;3.24%;5.07;5,070,000,000
28/09/2021;913.35;862.23;917.7;862.23;9.68B;6.98%;9.68;9,680,000,000
27/09/2021;853.78;843.66;858.01;843.66;3.00B;1.45%;3;3,000,000,000
24/09/2021;841.55;819.52;844.04;819.37;3.74B;3.02%;3.74;3,740,000,000
23/09/2021;816.91;802.57;818.67;802.46;3.06B;2.19%;3.06;3,060,000,000
22/09/2021;799.41;790.74;801.39;790.23;1.84B;1.29%;1.84;1,840,000,000
21/09/2021;789.25;784.18;789.65;776.45;1.40B;0.62%;1.4;1,400,000,000
20/09/2021;784.35;788.14;790.27;780.65;1.72B;-0.51%;1.72;1,720,000,000
17/09/2021;788.4;793.95;794.14;785.74;1.53B;-1.19%;1.53;1,530,000,000
16/09/2021;797.91;798.33;803.54;795.7;1.81B;0.23%;1.81;1,810,000,000
15/09/2021;796.1;788.05;800.94;787.64;1.78B;0.85%;1.78;1,780,000,000
14/09/2021;789.39;774.66;791.34;774.52;2.00B;2.16%;2;2,000,000,000
13/09/2021;772.68;772.96;774.64;768.97;3.52B;-0.02%;3.52;3,520,000,000
10/09/2021;772.86;770.55;776;769.1;1.71B;0.41%;1.71;1,710,000,000
09/09/2021;769.67;769.33;772.59;761.91;1.41B;0.12%;1.41;1,410,000,000
08/09/2021;768.75;776.22;777.34;763.3;1.47B;-0.97%;1.47;1,470,000,000
07/09/2021;776.24;776.96;779.07;773.48;1.67B;0.03%;1.67;1,670,000,000
06/09/2021;775.99;774.08;779.58;772.92;2.36B;0.45%;2.36;2,360,000,000
03/09/2021;772.5;760.5;773.78;760.5;2.93B;1.91%;2.93;2,930,000,000
02/09/2021;758.05;758.92;761.13;752.78;1.47B;0.07%;1.47;1,470,000,000
01/09/2021;757.49;755.12;758.51;753.02;974.82M;0.63%;974.82;974,820,000
31/08/2021;752.72;754.34;755.23;750.7;1.24B;-0.02%;1.24;1,240,000,000
30/08/2021;752.87;742.82;752.87;742.13;1.55B;1.75%;1.55;1,550,000,000
27/08/2021;739.9;745.76;747.49;736.38;1.36B;-0.77%;1.36;1,360,000,000
26/08/2021;745.61;747.5;748.93;741.35;1.16B;0.01%;1.16;1,160,000,000
25/08/2021;745.56;742.75;747.41;742.4;1.17B;0.60%;1.17;1,170,000,000
24/08/2021;741.13;755.68;758.46;739.41;1.63B;-1.49%;1.63;1,630,000,000
23/08/2021;752.36;734.04;752.36;732.62;1.59B;2.66%;1.59;1,590,000,000
20/08/2021;732.9;734.24;734.98;725.71;1.29B;-0.21%;1.29;1,290,000,000
19/08/2021;734.47;752.23;753.09;732.4;1.44B;-2.42%;1.44;1,440,000,000
18/08/2021;752.7;764.98;765.44;747.79;1.62B;-1.68%;1.62;1,620,000,000
16/08/2021;765.53;767.5;772.08;760.92;1.29B;-0.18%;1.29;1,290,000,000
13/08/2021;766.92;770.42;774.01;763.93;1.31B;-0.27%;1.31;1,310,000,000
12/08/2021;768.98;756.31;770.19;756.31;1.89B;1.99%;1.89;1,890,000,000
10/08/2021;753.95;751.47;754.62;741.12;1.64B;0.70%;1.64;1,640,000,000
09/08/2021;748.74;759.68;763.46;746.28;1.32B;-1.05%;1.32;1,320,000,000
06/08/2021;756.72;759.08;762.26;752.35;1.57B;-0.09%;1.57;1,570,000,000
05/08/2021;757.41;766.22;768.1;755.52;1.30B;-1.01%;1.3;1,300,000,000
04/08/2021;765.11;765.28;768.54;761.2;1.43B;0.08%;1.43;1,430,000,000
03/08/2021;764.53;767.83;769.46;762.49;1.16B;-0.40%;1.16;1,160,000,000
02/08/2021;767.58;762.04;770.09;760.66;1.01B;0.99%;1.01;1,010,000,000
30/07/2021;760.08;766.49;770.97;756.54;1.33B;-0.77%;1.33;1,330,000,000
29/07/2021;766.01;755.03;767.94;754.42;1.44B;1.70%;1.44;1,440,000,000
28/07/2021;753.18;753.94;755.68;747.16;1.07B;-0.02%;1.07;1,070,000,000
27/07/2021;753.34;755.72;763.32;750.97;1.03B;-0.03%;1.03;1,030,000,000
26/07/2021;753.56;756.47;762.59;753.56;1.23B;-0.49%;1.23;1,230,000,000
23/07/2021;757.23;761.97;763.1;754.89;1.14B;-0.33%;1.14;1,140,000,000
22/07/2021;759.75;738.74;760.48;738.67;1.76B;3.16%;1.76;1,760,000,000
21/07/2021;736.51;739.27;743.15;733.04;1.50B;-0.23%;1.5;1,500,000,000
19/07/2021;738.17;737.78;744.76;735.13;1.48B;0.07%;1.48;1,480,000,000
16/07/2021;737.64;727.94;739.22;727.45;1.18B;1.55%;1.18;1,180,000,000
15/07/2021;726.4;721.77;726.97;719.92;1.10B;0.56%;1.1;1,100,000,000
14/07/2021;722.37;724.33;732.4;719.4;1.64B;-0.27%;1.64;1,640,000,000
13/07/2021;724.29;732.44;734.33;723.21;1.63B;-1.02%;1.63;1,630,000,000
12/07/2021;731.79;736.02;738.01;729.16;1.72B;-0.14%;1.72;1,720,000,000
09/07/2021;732.78;733.38;735.93;727.84;1.55B;0.06%;1.55;1,550,000,000
08/07/2021;732.31;735.88;742.9;729.22;1.74B;-0.49%;1.74;1,740,000,000
07/07/2021;735.93;739.87;740.33;730.91;2.12B;-0.82%;2.12;2,120,000,000
06/07/2021;742.05;727.79;742.64;727.52;1.59B;2.56%;1.59;1,590,000,000
05/07/2021;723.56;732.08;734.37;720.6;994.75M;-0.98%;994.75;994,750,000
02/07/2021;730.75;723.02;734.84;722.76;2.05B;1.48%;2.05;2,050,000,000
01/07/2021;720.09;722.23;728.37;718.93;1.75B;0.03%;1.75;1,750,000,000
30/06/2021;719.9;715.34;721.8;710.9;2.77B;0.63%;2.77;2,770,000,000
29/06/2021;715.4;719.17;722.36;709.77;1.32B;-0.68%;1.32;1,320,000,000
28/06/2021;720.29;737.73;739.34;719.5;1.35B;-1.96%;1.35;1,350,000,000
25/06/2021;734.69;728.75;738.6;728.58;1.47B;0.97%;1.47;1,470,000,000
24/06/2021;727.63;733.99;736.96;725.84;1.56B;-0.79%;1.56;1,560,000,000
23/06/2021;733.46;739.32;743.65;733.46;1.84B;-0.71%;1.84;1,840,000,000
22/06/2021;738.73;736.27;743.83;735.15;1.16B;0.77%;1.16;1,160,000,000
21/06/2021;733.09;737.66;738;723.21;1.32B;-1.14%;1.32;1,320,000,000
18/06/2021;741.56;756.28;756.95;734.59;2.22B;-2.12%;2.22;2,220,000,000
17/06/2021;757.64;766.6;766.6;756.18;1.37B;-1.46%;1.37;1,370,000,000
16/06/2021;768.89;760.68;770.62;757.6;1.60B;0.94%;1.6;1,600,000,000
15/06/2021;761.76;766.94;767.32;756.28;1.88B;-0.71%;1.88;1,880,000,000
14/06/2021;767.2;768.91;772.35;763.73;1.74B;-0.09%;1.74;1,740,000,000
11/06/2021;767.85;748.04;774.47;748.04;4.12B;3.25%;4.12;4,120,000,000
10/06/2021;743.65;743.35;749.7;742.36;1.78B;0.32%;1.78;1,780,000,000
09/06/2021;741.26;737.74;743.68;736.95;2.02B;0.63%;2.02;2,020,000,000
08/06/2021;736.62;744.44;747.26;735.17;1.83B;-0.67%;1.83;1,830,000,000
07/06/2021;741.58;749.92;751.76;740.44;1.08B;-1.05%;1.08;1,080,000,000
04/06/2021;749.46;751.91;753.97;746.73;1.21B;-0.53%;1.21;1,210,000,000
03/06/2021;753.45;760.19;760.61;751.53;1.86B;-0.71%;1.86;1,860,000,000
02/06/2021;758.81;739.14;758.81;736.52;2.59B;2.93%;2.59;2,590,000,000
31/05/2021;737.21;744.32;745.23;733.36;1.27B;-0.69%;1.27;1,270,000,000
28/05/2021;742.31;746.16;750.7;741.46;1.17B;-0.25%;1.17;1,170,000,000
27/05/2021;744.16;747.05;755.98;744.16;2.44B;-0.19%;2.44;2,440,000,000
25/05/2021;745.55;738.5;750.83;738.5;1.58B;1.40%;1.58;1,580,000,000
24/05/2021;735.28;738.15;752.44;734.99;1.35B;0.10%;1.35;1,350,000,000
21/05/2021;734.55;742.11;747.66;732.44;1.57B;-0.52%;1.57;1,570,000,000
20/05/2021;738.41;743.59;747.53;737.98;1.39B;-0.72%;1.39;1,390,000,000
19/05/2021;743.76;750.89;755.17;743.76;1.28B;-1.05%;1.28;1,280,000,000
18/05/2021;751.68;745.42;753.34;743.7;1.24B;0.98%;1.24;1,240,000,000
17/05/2021;744.4;749.56;754.55;743.38;1.70B;-0.60%;1.7;1,700,000,000
11/05/2021;748.9;746.78;751.16;742.93;1.67B;0.23%;1.67;1,670,000,000
10/05/2021;747.22;741.79;748.82;741.79;1.38B;1.04%;1.38;1,380,000,000
07/05/2021;739.55;742.51;748.64;739.3;1.08B;-0.16%;1.08;1,080,000,000
06/05/2021;740.72;741.66;752.81;740.11;1.06B;-0.05%;1.06;1,060,000,000
05/05/2021;741.12;745.28;745.96;739.34;982.29M;-0.77%;982.29;982,290,000
04/05/2021;746.87;742.75;746.88;734.81;1.50B;0.70%;1.5;1,500,000,000
03/05/2021;741.7;745.73;746.77;731.1;1.82B;-0.38%;1.82;1,820,000,000
30/04/2021;744.55;740.9;745.91;736.43;1.40B;0.66%;1.4;1,400,000,000
29/04/2021;739.64;740.47;743.39;736.17;970.97M;0.20%;970.97;970,970,000
28/04/2021;738.14;731.77;746.39;729.86;878.70M;1.10%;878.7;878,700,000
27/04/2021;730.13;712.17;737.74;710.62;1.07B;2.81%;1.07;1,070,000,000
26/04/2021;710.17;703.31;715.81;700.56;1.02B;1.05%;1.02;1,020,000,000
23/04/2021;702.77;693.43;704.26;690.49;1.57B;1.36%;1.57;1,570,000,000
22/04/2021;693.33;694.68;698.46;693.33;1.40B;-0.06%;1.4;1,400,000,000
21/04/2021;693.74;691.55;696.8;686.63;993.89M;0.03%;993.89;993,890,000
20/04/2021;693.57;700.05;700.96;692.55;905.87M;-0.85%;905.87;905,870,000
19/04/2021;699.54;697.16;702.47;694.51;1.04B;0.51%;1.04;1,040,000,000
16/04/2021;696.01;695.8;706.12;693.36;978.11M;0.07%;978.11;978,110,000
15/04/2021;695.5;698.86;700.47;690.58;940.94M;-0.22%;940.94;940,940,000
14/04/2021;697;692.82;698.72;692.52;1.14B;0.77%;1.14;1,140,000,000
13/04/2021;691.64;700.96;701.29;688.56;1.32B;-1.48%;1.32;1,320,000,000
12/04/2021;702.05;721.45;723.33;700.51;1.50B;-2.90%;1.5;1,500,000,000
09/04/2021;723;724.03;728.54;720.5;1.49B;-0.12%;1.49;1,490,000,000
08/04/2021;723.89;725.26;727.53;719.31;1.81B;-0.20%;1.81;1,810,000,000
07/04/2021;725.34;716.65;725.34;716.25;1.28B;1.20%;1.28;1,280,000,000
06/04/2021;716.73;713.77;717.34;707.57;1.23B;0.60%;1.23;1,230,000,000
05/04/2021;712.48;721.21;723.48;711.63;1.11B;-0.73%;1.11;1,110,000,000
01/04/2021;717.75;714.92;724.88;713.53;1.24B;0.67%;1.24;1,240,000,000
31/03/2021;712.98;718.85;723.58;708.54;1.80B;-0.90%;1.8;1,800,000,000
30/03/2021;719.43;733.98;735.02;717.93;1.25B;-1.96%;1.25;1,250,000,000
29/03/2021;733.79;742.99;745.83;733.59;1.37B;-0.95%;1.37;1,370,000,000
26/03/2021;740.86;733.89;742.55;729.82;1.67B;1.18%;1.67;1,670,000,000
25/03/2021;732.22;739.82;742.95;726.7;2.22B;-0.91%;2.22;2,220,000,000
24/03/2021;738.96;756.54;756.54;738.26;2.14B;-2.81%;2.14;2,140,000,000
23/03/2021;760.31;768.72;773.51;756.92;5.30B;-0.44%;5.3;5,300,000,000
22/03/2021;763.64;763.54;772.06;760.15;3.41B;0.28%;3.41;3,410,000,000
19/03/2021;761.53;760.8;762.42;753.87;3.30B;-0.10%;3.3;3,300,000,000
18/03/2021;762.29;755.54;763.71;755.23;2.40B;1.31%;2.4;2,400,000,000
17/03/2021;752.42;756.11;759.17;751.37;1.36B;-0.49%;1.36;1,360,000,000
16/03/2021;756.15;762.43;763.7;754.4;1.73B;-0.58%;1.73;1,730,000,000
15/03/2021;760.52;765.72;770.06;758.04;2.30B;-0.26%;2.3;2,300,000,000
12/03/2021;762.5;747.59;763.66;747.19;3.48B;2.61%;3.48;3,480,000,000
10/03/2021;743.07;743.97;748.27;742.31;882.57M;0.19%;882.57;882,570,000
09/03/2021;741.62;744.93;748.18;734.83;1.20B;-0.42%;1.2;1,200,000,000
08/03/2021;744.73;753.53;757.13;743.27;1.71B;-0.61%;1.71;1,710,000,000
05/03/2021;749.32;763.17;765.65;749.32;1.58B;-2.01%;1.58;1,580,000,000
04/03/2021;764.68;770.22;772.52;762.74;1.59B;-0.74%;1.59;1,590,000,000
03/03/2021;770.36;771.45;773.32;766.91;1.31B;0.12%;1.31;1,310,000,000
02/03/2021;769.46;773.56;779.69;767.91;1.41B;-0.17%;1.41;1,410,000,000
01/03/2021;770.74;770.48;772.67;764.96;1.37B;0.36%;1.37;1,370,000,000
26/02/2021;767.95;770.2;771.35;762.54;1.85B;-1.02%;1.85;1,850,000,000
25/02/2021;775.88;773.1;779.68;773.1;1.69B;0.98%;1.69;1,690,000,000
24/02/2021;768.37;779.68;780.12;766.96;1.55B;-1.27%;1.55;1,550,000,000
23/02/2021;778.23;794.03;796.41;778.23;2.28B;-1.59%;2.28;2,280,000,000
22/02/2021;790.76;781.49;792.14;779.47;2.04B;1.68%;2.04;2,040,000,000
19/02/2021;777.68;779.48;781.94;772.86;1.66B;-0.32%;1.66;1,660,000,000
18/02/2021;780.18;783.61;786.73;779.06;1.64B;-0.24%;1.64;1,640,000,000
17/02/2021;782.03;787.91;789.45;774.65;2.43B;-0.72%;2.43;2,430,000,000
16/02/2021;787.67;788.93;794.06;785.61;1.41B;-0.03%;1.41;1,410,000,000
15/02/2021;787.9;785.15;790.54;780.1;1.62B;0.87%;1.62;1,620,000,000
11/02/2021;781.07;770.45;781.55;769.08;1.66B;1.47%;1.66;1,660,000,000
10/02/2021;769.78;771.97;775.47;766.51;1.52B;-0.03%;1.52;1,520,000,000
09/02/2021;770.02;779.46;782.89;766.03;3.16B;-0.73%;3.16;3,160,000,000
08/02/2021;775.68;776.28;784.53;772.79;2.79B;0.70%;2.79;2,790,000,000
05/02/2021;770.33;759.09;771.35;758.67;3.81B;2.13%;3.81;3,810,000,000
04/02/2021;754.24;755.32;765.64;749.64;2.82B;-0.01%;2.82;2,820,000,000
03/02/2021;754.34;757.91;763.79;750.88;3.46B;-0.29%;3.46;3,460,000,000
02/02/2021;756.56;762.99;774.2;752.15;8.31B;-0.46%;8.31;8,310,000,000
01/02/2021;760.03;740.61;760.03;726.6;2.78B;2.61%;2.78;2,780,000,000
29/01/2021;740.68;749.01;759.52;727.78;2.20B;-0.47%;2.2;2,200,000,000
28/01/2021;744.21;767.02;779.87;740.08;2.18B;-3.39%;2.18;2,180,000,000
27/01/2021;770.3;772.33;777.53;753.72;2.00B;0.00%;2;2,000,000,000
26/01/2021;770.32;785.52;794.23;764.02;1.93B;-1.95%;1.93;1,930,000,000
