Tahun;Bulan;Tanggal;LI_00;LI_12;KI_00;KI_12;CCL_00;CCL_12;CAPE_00;CAPE_12
2016;Maret;21;-3.4;;34.6;;1196;;1744;
2016;Maret;22;-4.5;-4.7;38.1;28.3;918;885;1878;2674
2016;Maret;23;-2.8;-5;27.5;39.7;1524;1117;1064;2123
2016;Maret;24;-2.8;-3.8;35.5;43.6;1581;1531;1576;433
2016;Maret;25;-3.5;-5.9;37.1;38.5;1215;1171;1171;2453
2016;Maret;26;-3.8;-6.4;36.2;37.5;1277;1504;1452;3598
2016;Maret;27;-1.9;-4.6;30.1;35.2;1721;1274;422;2660
2016;Maret;28;-3.7;-5;30.7;40;1231;1392;1377;2318
2016;Maret;29;-2.9;-4.9;34.7;38.8;1226;1053;1066;2389
2016;Maret;30;-1.4;-3.8;35;35.7;1149;1232;745;1678
2016;Maret;31;-4.6;-3.7;35.9;36.8;1342;1036;2326;1745
2016;April;1;-3;-3.8;40;24.9;;1830;404;1604
2016;April;2;-2.8;-7.9;29.5;35.1;1119;1392;753;4937
2016;April;3;-1.5;-4.1;32.6;35.4;1430;1370;849;1711
2016;April;4;-2.9;-4.7;33.7;34.8;1221;1431;1513;2357
2016;April;5;-4.3;-4.4;32.7;35.7;1374;1299;1799;2623
2016;April;6;-4.3;-5.9;40.1;30.9;1858;1395;973;3274
2016;April;7;-3.8;-5.1;35.1;35.5;1290;1724;1771;2527
2016;April;8;-4.6;-4.7;34.8;35.6;1339;1076;2216;2288
2016;April;9;-5.2;-5.1;33;37.4;1583;1100;2528;3018
2016;April;10;-3.7;-1.5;37.1;39.4;1026;1258;1727;38
2016;April;11;-2.2;-4.1;37;35.1;1033;1189;628;2275
2016;April;12;-6.7;-4.6;36.3;34.1;908;1482;3949;2318
2016;April;13;-4.4;-4.4;36.9;37.8;1156;1375;1639;1960
2016;April;14;-2.5;-6.9;37.3;37.2;1598;1213;651;5380
2016;April;15;-2.8;-5.7;35.1;37.3;1492;1357;1197;3018
2016;April;16;;-3.5;;40;;1116;;1955
2016;April;17;;-5.6;;37.8;;1368;;2708
2016;April;18;-4.5;-3.9;36.4;35.5;1371;804;2064;2412
2016;April;19;-4;;35;;1250;;2605;
2016;April;20;-3.9;;33.9;;1339;1297;1807;31
2016;April;21;-1.8;-3.7;29.7;33.7;1503;1362;87;2311
2016;April;22;;-4.1;;31.2;;1562;;2224
2016;April;23;-3.2;-3;35.9;35.4;1481;1523;2019;1552
2016;April;24;;-3.8;;35;1548;1486;341;15
2016;April;25;-4.1;;29.5;;1119;;1872;
2016;April;26;-1.4;-3.5;28.7;32.2;1665;1686;1487;1737
2016;April;27;-3.9;-2.5;30.7;32;1686;1521;2185;1247
2016;April;28;-0.1;-2.7;33.2;34;1790;1492;21;1204
2016;April;29;;-4.5;;34;;1941;;2431
2016;April;30;-6.5;-3.9;34;30.5;1374;1737;3181;2052
2016;Mei;1;-3;;29.1;;1357;;1289;
2016;Mei;2;-3.6;-4.6;34;33.1;1529;1290;1416;1994
2016;Mei;3;-3.6;-3.2;32.5;32.4;1410;1561;1715;1543
2016;Mei;4;-3.3;-5.2;38.1;38.3;1307;1289;1725;2078
2016;Mei;5;-5.2;-6.2;30.9;30.9;1521;1793;2466;3013
2016;Mei;6;-3.9;-5.9;29.7;35.9;1650;1184;2211;2860
2016;Mei;7;-3.7;-3.4;31.5;30.8;1168;1407;2047;1894
2016;Mei;8;-4.6;0.7;35;39.4;1610;1791;3109;16
2016;Mei;9;-4.3;-2.8;33.2;36.9;1107;1462;1891;2
2016;Mei;10;-2.2;-4;35;33.7;1801;1306;815;2182
2016;Mei;11;-5.2;-3.1;35.6;27.9;1165;1851;2054;1848
2016;Mei;12;-3.9;-5.5;33;36.2;1510;1360;1544;2967
2016;Mei;13;-4.4;-4.6;32.7;32.7;1311;1426;1501;2623
2016;Mei;14;-4.7;-3.9;29.5;27;1455;1438;2479;1897
2016;Mei;15;-5.1;-5.2;33.9;30.7;1233;1231;2638;2798
2016;Mei;16;-3.2;-4.1;28.9;34.7;1300;1708;1226;1949
2016;Mei;17;-3.2;-5.2;32.9;37.1;1828;1301;1459;2660
2016;Mei;18;-4.6;-4.1;29.3;11.3;1349;1578;136;82
2016;Mei;19;-3.6;-2.2;19.1;31.9;1518;1910;41;61
2016;Mei;20;-2.8;-4.7;34.1;32.2;1300;1290;880;2527
2016;Mei;21;-2.6;-2.9;36.9;29.9;1241;2003;252;2145
2016;Mei;22;-1.6;-4.3;37.9;36.4;1212;1146;566;1929
2016;Mei;23;-2.8;-3.5;19.1;25.1;1192;1288;1732;167
2016;Mei;24;-2.6;-2.9;34.3;32.5;1327;1638;125;1319
2016;Mei;25;-4.5;-3.3;37.1;34.7;877;1695;2155;1707
2016;Mei;26;-3.2;-2.8;29.1;26.5;1466;1676;1626;1771
2016;Mei;27;-3;-2.8;24.7;32.8;883;1181;1341;1802
2016;Mei;28;-3.8;-1;29.1;39.1;1316;1748;1696;291
2016;Mei;29;-1.8;-3.9;30.9;33.9;1701;1521;3;2154
2016;Mei;30;-4.2;-6.4;39.7;36.3;725;1339;1613;2953
2016;Mei;31;-3.5;;36.5;;1384;939;1630;125
2017;Maret;1;-3.2;-5;33.6;36.2;1450;1060;1080;2362
2017;Maret;2;-2.8;-2.4;32.7;34.2;1783;1060;1209;946
2017;Maret;3;-3.8;-3.4;28.6;32.9;1341;1314;1232;1771
2017;Maret;4;-3.4;-5.8;30.5;29.5;1404;2008;1577;2656
2017;Maret;5;-3.1;-3.5;27.9;28.9;1546;1416;26;2603
2017;Maret;6;-4.4;-3.1;35.1;31.4;1254;1237;1705;1555
2017;Maret;7;-2.8;-0.1;30.7;37;1722;2082;763;115
2017;Maret;8;-2.2;-0.9;24.9;37.3;1625;1583;827;183
2017;Maret;9;-2.3;-2.4;22.3;30.6;1588;1276;1401;2292
2017;Maret;10;-1.4;-4.5;27.1;40.3;1311;1122;1210;2782
2017;Maret;11;-2.1;-4.2;34.6;34.1;1417;1491;1746;2218
2017;Maret;12;-3.4;-4.4;38.1;34;1064;1416;1253;1648
2017;Maret;13;-3.6;-2.5;35.2;39.3;1920;1227;1041;577
2017;Maret;14;-2.6;-3.6;33;36.4;1839;1282;1060;1136
2017;Maret;15;-2.8;-5.5;35.8;36.4;1194;1247;1265;2776
2017;Maret;16;-4.9;-3.6;33.1;35.7;947;929;2136;1613
2017;Maret;17;-5.8;-5.7;35.9;35.9;1278;1221;3120;2893
2017;Maret;18;-2.8;-3.4;35.5;35.8;1467;1101;1398;1427
2017;Maret;19;-2.9;-4.5;36.3;37.1;1404;1270;881;1821
2017;Maret;20;-3.5;-2.4;32.7;35.2;1608;1366;1915;7
2017;Maret;21;-0.8;-1.3;31.5;34.4;1691;1296;1;14
2017;Maret;22;-4.9;-5;31.3;33.4;1364;1521;1851;1660
2017;Maret;23;-4.7;-5.4;36.5;36;1562;1792;2052;1942
2017;Maret;24;-3.4;-2.3;31.3;30.3;1175;1353;8;7
2017;Maret;25;-2.7;-5.2;35.5;41;2042;815;836;774
2017;Maret;26;-2.6;-0.5;38.1;34.8;1366;969;1276;161
2017;Maret;27;-3.4;-4.8;35.3;35;1791;1176;1175;2606
2017;Maret;28;-4.3;-5.1;35.8;41.8;1097;1094;1670;604
2017;Maret;29;-1.1;-3.2;32.4;38.5;1251;1151;668;1566
2017;Maret;30;-1.8;-4;22.9;28.5;1606;1097;395;1778
2017;Maret;31;2.5;-2.6;34.6;36.7;1214;1246;690;9
2017;April;1;-3.1;-5.4;34.8;33.2;1928;885;767;3151
2017;April;2;-3.3;-2;33.2;35.2;1384;856;1558;472
2017;April;3;-4.1;-2.6;36.8;36.8;1220;902;1824;733
2017;April;4;-1.4;-2.4;33.8;31.4;1716;869;17;906
2017;April;5;-2.5;-3;36.8;34.4;1440;862;1010;1808
2017;April;6;-4.2;-4.2;37.8;35.2;1209;895;2377;2349
2017;April;7;-3.7;-5;32.9;34.8;1085;871;38;2198
2017;April;8;-3.3;-2;39.6;34;1264;874;887;687
2017;April;9;-2.1;-4.1;35.7;35.3;1549;915;689;2455
2017;April;10;-2.9;-4.5;35.9;33.8;1440;812;1033;2337
2017;April;11;-4.3;-2.7;38.6;22.1;775;826;1942;4
2017;April;12;-2.6;-1.7;31.1;31.4;1607;872;105;762
2017;April;13;-3.8;-4.3;34.9;36.2;1120;887;1809;2117
2017;April;14;-2.5;-2.9;36.5;37.2;1072;917;832;1282
2017;April;15;-3.6;-2.6;33.3;34.6;1241;888;1942;1998
2017;April;16;-2.7;-3.1;29.3;28.6;1970;893;593;2256
2017;April;17;-2.6;-4.1;33.4;37.9;1176;848;1246;25
2017;April;18;;-4.8;;35.5;;912;;2776
2017;April;19;-3.9;-4.3;34.7;38.8;1097;903;1943;1544
2017;April;20;-4.2;-4.7;31.7;28.1;1655;897;1458;2254
2017;April;21;2.9;-2.4;34.5;36.1;1388;806;697;661
2017;April;22;-3.1;-4.4;31.9;28.6;1612;883;6;1952
2017;April;23;-2.6;-2.1;37.6;28.8;1175;888;1714;27
2017;April;24;-5.3;-4.1;35;25.4;843;912;2907;2074
2017;April;25;-4.1;-5.6;25.4;28.7;910;882;2092;2758
2017;April;26;-3.2;;20.9;;1642;;1105;
2017;April;27;-3.1;-2.9;30.3;22.1;1402;825;3;1196
2017;April;28;-1.3;-4.7;33.4;34.5;1255;882;2;809
2017;April;29;-28;-1.1;36.7;35.4;1633;886;1499;939
2017;April;30;-2.7;-5;32;38;1534;878;1222;2460
2017;Mei;1;-4.4;-4.8;27.9;33.8;1540;891;14;2748
2017;Mei;2;-4.9;-6.7;33.8;39.9;1217;887;1819;3852
2017;Mei;3;-5.6;-5.3;38.5;37.2;1394;915;2961;2580
2017;Mei;4;-3.7;-2.6;29.7;34.4;1694;835;1958;432
2017;Mei;5;-0.4;-4.9;27.9;35.1;1721;894;521;2664
2017;Mei;6;;-3.3;;31.6;;842;;1599
2017;Mei;7;-3.9;-3.9;36.4;33.9;1738;876;1902;2064
2017;Mei;8;-3.6;-4.7;30.4;36;2119;896;1063;2453
2017;Mei;9;-3.1;-2.1;33.9;32.2;1451;875;1395;74
2017;Mei;10;-1.6;0.4;29.5;32.6;1507;826;1239;64
2017;Mei;11;0.3;-1.2;29.8;32.9;1574;810;4;856
2017;Mei;12;-1.3;-2.9;15.7;29.3;1807;900;92;1394
2017;Mei;13;-1.3;-1.6;27;33.6;2487;848;36;8
2017;Mei;14;-0.5;-2.7;28;31.1;1916;851;46;1278
2017;Mei;15;0.2;-3.4;27.1;30.1;2172;845;87;2241
2017;Mei;16;;-1.7;;21.5;1204;875;103;1350
2017;Mei;17;0.9;-1.6;7.3;7.8;1928;838;12;24
2017;Mei;18;0;0.5;24.7;23.7;2069;732;3;301
2017;Mei;19;1.1;1.4;27.1;20.7;2452;687;0;26
2017;Mei;20;1.5;-2;25.5;26.1;1721;795;0;11
2017;Mei;21;0.1;-2;10.8;9.6;1466;834;2;1
2017;Mei;22;0.1;-3.2;7.1;3.3;1593;810;3;13
2017;Mei;23;-0.9;0.6;3.3;0.6;1794;809;1;999
2017;Mei;24;3.5;2.1;-2.3;0.1;3299;656;0;999
2017;Mei;25;1.6;-3;33;30.4;2570;852;0;1235
2017;Mei;26;-2.9;-3.4;33.6;36.3;1640;870;655;2227
2017;Mei;27;-3.1;-5.2;34.8;35.4;1577;840;6;1581
2017;Mei;28;-2;-2.3;30.7;37.3;1852;869;199;898
2017;Mei;29;-2.3;-2.3;36.3;33.5;1411;820;677;539
2017;Mei;30;;-5.6;;34.7;;888;;2746
2017;Mei;31;-2.5;-3.5;35;35.2;1262;877;518;1620
2018;Maret;1;-4.7;-2.4;40;35.5;1207;1314;1961;1115
2018;Maret;2;-0.7;-1.8;33.7;32;1493;1952;129;522
2018;Maret;3;-5.4;-6.4;34.4;39.4;1023;865;2969;3754
2018;Maret;4;-4.5;-2.4;36.4;28.3;1395;1325;2022;1146
2018;Maret;5;-4.4;-3.2;36.9;35.4;1032;1103;2381;1577
2018;Maret;6;-1.5;-6;31;34.5;1491;1234;511;2850
2018;Maret;7;-4.1;-2.2;37;38.3;1238;1270;1607;575
2018;Maret;8;-0.4;-2.7;33.5;37.2;1524;1500;9;0
2018;Maret;9;-4.4;-4.5;33.3;39.5;1479;1141;1298;2828
2018;Maret;10;-2.6;-3.4;33.9;37.4;1175;1139;1086;1959
2018;Maret;11;-2.7;-1.9;36.2;34.7;1027;1348;945;1361
2018;Maret;12;-0.8;-2.6;35.2;37.1;1002;1461;697;1314
2018;Maret;13;-1.0;-2.1;27.1;35.4;1296;159;2;6
2018;Maret;14;-1.5;-2.6;33.5;36.3;1145;1461;715;1008
2018;Maret;15;-2.8;-3.1;26.9;23.8;1582;1403;1275;1592
2018;Maret;16;-2.1;-4.3;29.5;35.8;1188;952;961;1604
2018;Maret;17;-3.5;-1.7;38;38.3;1250;1403;1010;346
2018;Maret;18;-1.9;-5.7;35.3;35.9;1531;1047;356;2120
2018;Maret;19;-1.6;-3.8;32.6;36.9;1465;1808;702;1342
2018;Maret;20;-0.8;-3.9;22.7;34.2;2317;1340;142;1827
2018;Maret;21;-2.4;-4.4;32.1;32.7;1400;1187;1060;1888
2018;Maret;22;-1.6;-3.3;32.7;29;1118;1214;529;1309
2018;Maret;23;-0.2;-2.6;30.1;38.1;1587;1410;78;1326
2018;Maret;24;-4.6;-1.4;30.6;36.7;1401;1436;1713;974
2018;Maret;25;-3.3;-2.4;29.4;31.5;1617;1698;50;898
2018;Maret;26;-3.4;-4;32.1;31;1489;836;1109;2082
2018;Maret;27;-3.6;-4.7;34.5;34.1;1233;1655;1089;1797
2018;Maret;28;-1.6;-5.5;33.2;38.1;1486;1870;506;2681
2018;Maret;29;-4.2;-6;12.1;41.4;1430;740;1950;3503
2018;Maret;30;-4.6;-6.5;31.2;40.6;1746;804;1740;1714
2018;Maret;31;-2.3;-3.2;33.2;35.5;1259;969;938;1165
2018;April;1;-0.9;-0.2;34.1;42.2;1510;1570;0;65
2018;April;2;-2.9;-2.3;36.4;39.9;1453;1670;927;317
2018;April;3;-1.6;-5.4;33.1;34.9;1637;1270;623;3245
2018;April;4;-2.2;-4.5;20.9;37;1504;1867;804;2226
2018;April;5;-3.9;-4;32;33.8;1397;1296;12;2242
2018;April;6;-5.8;0.7;28.7;31.6;790;1169;2817;0
2018;April;7;-4.3;-5;30;33.6;945;1051;1307;2948
2018;April;8;-3.9;-4.5;32;34.8;1586;1118;1253;2003
2018;April;9;-4.1;-3.2;28.3;24.1;1138;1721;2051;1548
2018;April;10;-2.5;-4.3;28.7;24.9;1797;2714;0;1609
2018;April;11;-3.0;-5.6;31.3;30.2;1361;1655;4;2950
2018;April;12;-4.8;-5.4;40;30.3;1028;1433;2481;2788
2018;April;13;-3.3;-6;31.7;34.7;1190;1718;1169;3000
2018;April;14;-6.4;-4;25.9;18.9;1012;1712;2271;2329
2018;April;15;-3.4;-3;9.5;20.7;2212;1252;5;1339
2018;April;16;-2.5;-4.9;20.5;-4.9;1293;1413;0;2299
2018;April;17;-4.0;-3.3;34;34.7;1017;1398;1200;1400
2018;April;18;-2.3;-3.4;34.3;32.8;1116;1387;731;1551
2018;April;19;-3.1;-3.7;32.5;30.5;1379;1456;1208;1944
2018;April;20;-3.8;-5.5;30.2;30;1566;1193;1993;2954
2018;April;21;-2.8;-5.3;33.6;34.7;1252;1075;1233;2506
2018;April;22;-4.8;-2.5;31.3;27.9;1374;1285;2410;1720
2018;April;23;-3.4;-4.7;30.6;24.9;909;1638;1183;2660
2018;April;24;-1.3;-2.1;27;30.2;1523;1221;21;1359
2018;April;25;-1.6;-3.3;17.7;24.1;1571;1230;10;1271
2018;April;26;-2.3;-0.6;13.6;37.2;1098;1200;67;2
2018;April;27;-3.3;-5.2;10.1;-2.7;999;1008;45;2609
2018;April;28;-2.9;-;18.9;-;1630;1800;1100;45
2018;April;29;-0.9;-2.1;6.3;17.8;2979;1934;66;34
2018;April;30;-2.5;-1.7;8.7;10.1;3262;1873;211;54
2018;Mei;1;-2.5;-3.3;-1.1;13;1613;1682;32;977
2018;Mei;2;;-4.5;;31.7;2137;1953;0;1596
2018;Mei;3;1.2;-1.7;21.3;21.6;2476;1868;0;43
2018;Mei;4;1.0;0;19.1;20.7;2748;3334;0;0
2018;Mei;5;0.9;-1.8;16.5;14.5;2169;1415;3;1915
2018;Mei;6;-3.7;-2.1;5.5;18.4;1825;1704;73;1584
2018;Mei;7;;-4.1;;15.8;;1471;0;1749
2018;Mei;8;-1.6;-3.6;28.8;25.2;1515;1525;1513;1936
2018;Mei;9;-0.9;-2.7;12.1;27.1;2132;1463;23;2201
2018;Mei;10;-0.2;-2.3;11.1;16.3;2191;2045;38;1643
2018;Mei;11;-0.4;-3.2;12.9;24.7;2242;1539;7;2342
2018;Mei;12;-1.1;-2.2;28;23.5;1422;1630;6;16
2018;Mei;13;0.1;-2.9;17.7;13.1;1573;1448;43;24
2018;Mei;14;0.4;-4.6;17.5;17;1821;1583;0;2672
2018;Mei;15;-4.0;-5.8;35.2;37.7;1574;1768;1847;645
2018;Mei;16;-2.9;-4.9;30.5;34.9;1935;1510;0;2949
2018;Mei;17;-4.2;-2.8;34.6;30.8;1078;1253;1320;33
2018;Mei;18;-7.2;-2.2;29.7;31.2;1648;1703;714;975
2018;Mei;19;-0.1;-3.1;30.4;30.4;1463;1699;118;1853
2018;Mei;20;-0.9;;27;;1622;1535;34;43
2018;Mei;21;-3.3;-4.6;32;35.4;1616;1623;721;554
2018;Mei;22;-4.7;-4.2;32.5;30.3;1546;2055;560;1992
2018;Mei;23;-5.2;-6.1;37.2;32.7;1332;1198;666;2654
2018;Mei;24;-2.8;-1.9;34.9;34.7;1679;1672;703;741
2018;Mei;25;;-2.8;;32.1;1979;1875;77;941
2018;Mei;26;-3.3;-5;29.7;32.1;1635;1389;4;86
2018;Mei;27;-3.3;-2.1;24.9;22.1;1761;2136;204;13
2018;Mei;28;-1.7;-3;15.1;16.1;2624;1824;250;71
2018;Mei;29;0.9;-1.3;9.5;12.6;1967;1711;3;52
2018;Mei;30;2.4;0.2;11.2;11.5;1706;1952;0;0
2018;Mei;31;;-1.7;;10.2;1410;3463;;8
2019;Maret;1;-5.1;-6.5;31.3;37.1;1562;1020;2628;3047
2019;Maret;2;-0.5;-3.7;35.9;32.4;1344;1142;0;1328
2019;Maret;3;-3.1;-3.9;34.7;35.4;1221;2180;1429;1335
2019;Maret;4;-3.2;-5.2;36.4;36;1090;1363;813;2713
2019;Maret;5;-3.3;-2.6;;39.9;1501;839;351;641
2019;Maret;6;-2.1;-2.3;26.9;37.4;1464;1607;2;580
2019;Maret;7;-2.8;-2.5;39.1;35.8;1563;1412;580;603
2019;Maret;8;-0.7;-3.7;34.1;30.5;2201;2158;154;1521
2019;Maret;9;-1.8;-3.4;28.9;36.2;2153;1409;474;944
2019;Maret;10;-3.1;-2.4;31.4;36.5;1875;1511;3;924
2019;Maret;11;-3;-4.1;31.6;27.8;1471;1369;1616;2289
2019;Maret;12;-2.4;-3.8;28.1;34.9;1087;1631;2064;1230
2019;Maret;13;-3.4;-1.7;-11.4;36.8;1550;1667;1463;331
2019;Maret;14;-0.6;-3.3;33.9;35.2;2162;1427;145;1932
2019;Maret;15;-2.6;-2.9;32.7;37.7;1750;2376;890;619
2019;Maret;16;-1.4;-2.2;30.3;37.2;1946;1534;19;622
2019;Maret;17;-3.7;-1.4;37.9;38.4;1697;940;996;261
2019;Maret;18;-0.8;-3.7;34.7;38.9;981;1240;201;1717
2019;Maret;19;-0.9;-2.9;36.5;39.9;1017;825;402;903
2019;Maret;20;-3;-4.6;38.8;37.5;1413;1225;750;2660
2019;Maret;21;-2;-5.6;32.7;35.1;1603;1291;1129;2557
2019;Maret;22;-2.8;-3.6;36.1;38.4;1441;1212;1131;1158
2019;Maret;23;-4.1;-6;38.5;39.7;1486;858;1730;2576
2019;Maret;24;-2.6;-2.2;37.9;30.6;1437;1570;906;6
2019;Maret;25;-3.2;-1.9;38.6;35;1135;1290;1280;290
2019;Maret;26;-3.2;-3.6;35.1;33.3;1215;1031;1278;2142
2019;Maret;27;-4.4;-6.2;35.7;35.2;1013;1278;2146;2869
2019;Maret;28;-2.9;-2.7;21.7;38.5;746;932;1430;517
2019;Maret;29;0;-6.2;31.3;28.9;2095;1253;8;1170
2019;Maret;30;-3.3;-5.4;21.9;33.5;1591;1159;1103;2658
2019;Maret;31;-3.8;-1.4;27.9;37.3;1855;1518;1371;204
2019;April;1;-4.5;-3.1;35.8;37.2;1306;1474;1566;980
2019;April;2;-2.7;-4.6;33.7;36.7;803;923;877;2166
2019;April;3;-2.6;-3.9;32;30.7;1455;1832;776;2600
2019;April;4;-3.1;-7;32.3;38.1;1311;874;853;3236
2019;April;5;-2.8;-4.7;37.2;35.6;1241;1341;761;1979
2019;April;6;-2;-4.3;33;38.1;1386;1211;439;2316
2019;April;7;-0.3;-5.8;32.2;37.3;1278;1453;318;2615
2019;April;8;-1.2;-4.8;31.9;37;1440;1510;9;2125
2019;April;9;-2;-5.2;35.8;34.5;1644;1385;598;2932
2019;April;10;-4.4;-5;31;35.8;1000;1175;1993;2680
2019;April;11;-2.3;-4.6;34.9;34.5;1129;1325;1533;2010
2019;April;12;-2.9;-4.6;33.4;34.1;1259;1109;1230;2571
2019;April;13;-3.1;-4.8;36.1;36.5;1318;1338;1508;2089
2019;April;14;-3.5;-4.5;37.2;35.2;1387;1371;993;2082
2019;April;15;-3;-4.3;34.6;32.8;1338;1581;1281;2337
2019;April;16;-3.1;-6.3;33.4;35.4;1562;1206;1432;3514
2019;April;17;-2.4;-4.2;31.5;33.3;1205;1243;1493;2691
2019;April;18;-6.7;-4.1;36.8;12.5;896;1473;2249;2337
2019;April;19;-4;-2.8;16.8;26.3;1195;1478;73;1654
2019;April;20;-1.1;-3;18.5;21.6;1785;1496;681;1774
2019;April;21;-1.5;-3.8;8.5;10.7;1611;1702;1591;2471
2019;April;22;-2.9;;27.3;;1876;1513;1319;239
2019;April;23;-2.8;-0.7;24.1;26.1;2098;1633;1;0
2019;April;24;-2.2;-1.4;19.5;28.4;1811;2199;1;547
2019;April;25;;-1.7;;31.6;;2012;;756
2019;April;26;-0.6;-3.3;27.2;27.9;1017;1472;4;93
2019;April;27;-1.8;-3.4;29.4;34.8;1448;1384;42;1303
2019;April;28;-2.1;-2.7;34.7;35.8;1421;975;58;1263
2019;April;29;0;-5;34.5;37;1165;1288;12;2383
2019;April;30;-1.5;-3.5;32.5;32.5;1362;1277;786;3028
2019;Mei;1;0;-4.6;30;34.7;1132;947;273;2735
2019;Mei;2;-2.7;-5;34.5;34.6;2040;1326;1330;2159
2019;Mei;3;-5.1;-6;30.9;33.4;1720;1479;1922;3212
2019;Mei;4;-3.2;-2.7;24.9;29;1733;2012;13;14
2019;Mei;5;-1.6;-0.8;25.7;24.5;1807;1690;99;152
2019;Mei;6;-2.1;-4.2;23.3;29.9;1694;1450;470;2396
2019;Mei;7;-1.5;-1.7;22.5;23.9;1906;2215;5;3
2019;Mei;8;-1;-3.2;35.5;34.1;1645;2284;2;1864
2019;Mei;9;-0.3;-1.8;23.1;20.7;1858;1454;120;98
2019;Mei;10;-0.3;-2.4;20.7;25.6;1541;1308;39;1278
2019;Mei;11;-1.1;-2.1;26;19.7;1405;1739;8;23
2019;Mei;12;2.1;-1.7;19.5;19.9;1702;1511;0;20
2019;Mei;13;-0.4;-4.1;28..8;25.5;1922;1488;9;1582
2019;Mei;14;-1.8;-2.8;33.1;27.3;1376;1927;3;23
2019;Mei;15;-3.9;-4;28.4;26.4;1245;1577;1116;2607
2019;Mei;16;-3.7;-3;32.1;18.6;1433;1441;1101;1638
2019;Mei;17;2.7;-1.4;4.4;1.3;1488;1501;0;65
2019;Mei;18;-0.7;-0.4;2.2;34.3;2462;2423;0;46
2019;Mei;19;1;-2.6;25.1;25.5;3125;2302;2;138
2019;Mei;20;-1.3;-1.6;27.5;26.7;1989;2825;0;20
2019;Mei;21;0.6;-2.8;25.1;16.3;2345;1421;48;91
2019;Mei;22;1.1;-0.7;1.3;12;1955;1775;2;974
2019;Mei;23;0.5;-1.4;14;33.4;1229;2044;0;830
2019;Mei;24;-1.7;1.1;18.1;18.6;2082;1912;934;2
2019;Mei;25;-0.2;-2.5;26.1;28.1;1935;1907;15;2
2019;Mei;26;-1.7;-5;31.8;27.5;1821;1917;49;2583
2019;Mei;27;-2.2;-2.5;30.9;30.3;1540;1161;14;1598
2019;Mei;28;-1.4;-1.3;25.3;23;1918;1405;1;23
2019;Mei;29;-2;-3.1;25.7;34.6;1502;1492;854;1906
2019;Mei;30;-0.4;-3.1;31.3;34.3;1649;1323;12;503
2019;Mei;31;0.4;-3.1;23.3;27.5;2680;1593;26;1286
2020;Maret;1;-2.0;-1.0;37.8;38.4;1104;1551;811;214
2020;Maret;2;-1.0;-3.0;33.7;39.6;1409;1218;503;1477
2020;Maret;3;-3.0;-4.0;38.3;39;1489;1578;881;1787
2020;Maret;4;-3.0;-4.0;37.4;37.5;803;1323;971;1287
2020;Maret;5;-3.0;-3.0;34.3;38.7;1282;1486;1117;1067
2020;Maret;6;-3.0;-1.0;32.5;36.7;1307;1428;1560;121
2020;Maret;7;-2.0;0.0;36.9;40.2;1337;1050;565;13
2020;Maret;8;-3.0;-4.0;38.7;35.2;1229;1223;601;2078
2020;Maret;9;-4.0;-4.0;34.9;37.4;1698;1426;1629;2085
2020;Maret;10;-4.0;-2.0;31.7;33.5;1342;1538;2190;1195
2020;Maret;11;-4.0;-5.0;34.3;38.4;1330;1468;2179;1889
2020;Maret;12;-4.0;-5.0;31.1;39.1;1516;888;2312;2814
2020;Maret;13;-5.0;-4.0;34.6;34.3;1471;1522;2408;1177
2020;Maret;14;-3.0;-6.0;37;43.1;1592;903;942;2151
2020;Maret;15;-5.0;-5.0;36.9;28.6;1049;1117;1985;3015
2020;Maret;16;-4.0;-9.0;32.4;48.3;1379;918;1785;2408
2020;Maret;17;-5.0;-5.0;36.2;37.1;1241;930;1957;2180
2020;Maret;18;-4.0;-5.0;31.1;40;1185;1178;1242;2083
2020;Maret;19;-3.0;-1.0;35.8;37.2;1322;1276;1328;229
2020;Maret;20;-2.0;-2.0;36.5;31.8;1076;1729;975;1033
2020;Maret;21;-3.0;-6.0;33.9;31.3;1133;747;1166;3396
2020;Maret;22;-8.0;0.0;36.1;0;881;975;4430;235
2020;Maret;23;-3.0;-2.0;34.3;36.7;1385;1469;1322;357
2020;Maret;24;-2.0;-4.0;32.8;37.6;1396;1147;805;2028
2020;Maret;25;-3.0;-4.0;36.9;33.9;897;987;1430;3374
2020;Maret;26;-1.0;-1.0;34.5;30.6;1381;1364;457;940
2020;Maret;27;-2.0;-6.0;15.2;36.9;1386;1723;833;2608
2020;Maret;28;-5.0;-5.0;35.7;36.5;887;834;2416;2366
2020;Maret;29;-4.0;-3.0;39.1;36.8;1120;1379;1603;1279
2020;Maret;30;-3.0;-5.0;38;34.7;1326;1102;827;2668
2020;Maret;31;-3.0;-4.0;36.1;30.1;1147;1438;1800;2667
2020;April;1;-3.0;-5.0;36.1;30.3;946;1710;1131;3956
2020;April;2;-4.0;-4.0;35.7;37;917;1278;2271;2202
2020;April;3;-3.0;-5.0;36.3;39.8;1115;817;1010;2176
2020;April;4;-3.0;-5.0;37.5;39.6;1079;701;1311;1136
2020;April;5;-4.0;-6.0;35.6;34.6;1084;828;1405;2095
2020;April;6;-3.0;0.0;37.8;0;1017;0;928;0
2020;April;7;-3.0;-5.0;35.5;38;1419;973;952;2343
2020;April;8;-3.0;-3.0;35.5;36.6;1419;1332;799;1053
2020;April;9;-3.0;-3.0;35.9;36;1035;1415;1441;1296
